subjek,video_id,video_title,author,comment,like_count,published_at
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@FasikhinTaefuri-fh5qu,Moga2 pk prabowo tidak mengganti pk purbaya swbagai menteri keuangan  karena rakyat menyukai nya  kecuali para pejabat yang mau nya korupsi,0,2025-10-08T20:34:33Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@TuturPohon,Doa kami bersama Anda...demi kesejahteraan umum dan mencerdaskan kehidupan bangsa...bumi kita kaya tentu saja seharusnya bisa...,1,2025-10-08T20:31:58Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@trisnasanjaya1789,"Ngapain gak jarahh dan anarkisin para mafia yaa, dpr hanya kroco",0,2025-10-08T20:17:39Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@ukkasyah4259,Ramalan UFO dulu mana?,0,2025-10-08T18:51:13Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@MuhamadAndriko,PKI Lu.. njin ng,0,2025-10-08T18:42:58Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@wahyuadiatma8444,"Dari sekian banyak channel terkait kebijakan kabinet merah putih... Yang pro seperti Bennix, yang kontra seperti Prof Feri Latuhihin.. Hanya channel ini yang warnanya berbeda... Ngawur seperti drama pendek... Mungkin keseringan nonton yah.",0,2025-10-08T17:47:06Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@sinak.alhamdani,"Saya  tidak setuju  pendapat anda  jelas2  menjatuhkan  niat baik Bapak Presiden Prabowo.

PRESIDEN KITA MEMBUTUHKAN BENDAHARA DARI MAFIA
dan  pd gambar sampul tertulis.  MENTERI KEUANGAN TERKUTUK.
dan lain² kata manis bernada fitnah  berbau busuk menjatuhkan  kekuasaan.

Yang anda katakan  adalah kelakuan  rezim Jokowi  jgn  disajikan untuk pemerintah sekarang  
Atau anda adalah buzernya para perampok ......???

Justru bapak Prabowo  ingin membersihkan para mafia² bandit tikus  koruptor yg merugikan negara.

Tangkap segera org bermasalah  termasuk buzer²",0,2025-10-08T17:36:54Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@aidtzun,"salfok saya sama guru gembul ,.. pegang colokan listrik",0,2025-10-08T17:29:45Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@FerdiAnsyah-f2f,TERMUL selalu berserbrangan,0,2025-10-08T17:18:30Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@jajangjangkung3123,Hidup jokodok.......!!!,0,2025-10-08T17:05:48Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@jajangjangkung3123,Kemarin bilang kenapa Rocky Gerung enggak mau kritik Prabowo. Sekarang kang guru sendiri puji puji pabrowo,0,2025-10-08T17:05:13Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@haerudinimas3101,"Brarti cuma memntingkan kekuasan nya sja
Tpi kurg ngefek kerkyat nya",0,2025-10-08T16:51:06Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@alichsanali,Karena mafia bisnis ekspor impor sangat MENGIURKAN & UNTUK BERKALI-KALI LIPAT,0,2025-10-08T16:41:45Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@IrwanEfendi-c6c,Melihat dan mencermati kesimpulan saya adalah guru gembul semakin kesini semakin jauh dari kenyataan ya,0,2025-10-08T16:38:10Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@cakrabuanaputra930,Lo laknatulloh,0,2025-10-08T16:22:44Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@deFilosofia,"Mafia pak, bukan mapia",0,2025-10-08T16:17:09Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@SaiaRobia,"Di konten ini,.
jujur aku lebih suka baca komen² daripada nyimak pembawaan dan prakata gurgem😅",0,2025-10-08T16:05:15Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@liemfong4632,Terus rakyat dapet apa??? Kalo prabowo bagi2 kue pejabat pembantu presiden di bikin gk akur komunikasi antar mentri buruk kebijakan2 gak jelas ...trus rakyat dapet apa???,0,2025-10-08T15:56:11Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@rikixgaulelfath,"Saya setuju, presiden cerdas dengan struktur organisasi yang komplit,",0,2025-10-08T15:23:27Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@leluToni221,Kita lihat hasil akhir nanti😂😂😂,0,2025-10-08T15:12:14Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@brbconan9807,BUMN KOK MAUNYA UNTUNG DENGAN tega  MERES RAKYAT....,0,2025-10-08T14:45:06Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@brbconan9807,Jokowi bisa sabar maka kritik pun pada berani... Coba kritik prabowo... Nggerunv juga mingkem srkarang,0,2025-10-08T14:43:54Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@brbconan9807,Iru negri ini yang terbaik difitnah..... 6 presiden pun sdh bisa dilisting hasilnya....,0,2025-10-08T14:42:29Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@kikimunajat4990,Dibelakang kenapa ekonomi Indonesia bertahan dari 1998,0,2025-10-08T14:19:30Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@hikayat_semesta,Orang aneh ini lama lama.. 😅,0,2025-10-08T14:15:58Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@darmaester9889,Dengan pak Purbaya ada harapan dibanding SM.,0,2025-10-08T14:14:46Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@ari-hn1os,Jika beliau d golingkan maka akn tjd Nepal ke 2 d Indonesia siap2 penguasa yg akn minggat dari indo,0,2025-10-08T14:12:01Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@acihsukarsih8131,Pk ahok sbenrnya cerdas dan jujur...maknya bnyak mafia yg mnjebloskan ahok..,0,2025-10-08T14:09:21Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@popay241,Koboi vs bandit,0,2025-10-08T13:59:41Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@ANIMASIKIDS349,"Mf nih tmen2 berfikirlah yg positif krna ini konten cuman pemikiranya saja di konten ini dri awal sudah di katakan cuman prediksi jd klo menurut sy ya kita cumn denger cerita dan yg dia ceritakan jg yg sudah berllu yg sy mau katakan adalh jgn terllu di pikirkan ini cuman cerita yg sudah berllu seperti anda menonton flm trus anda ceritakan pada tmen2 anda gitu aj cih menurut sy...kn cumn konten anda tau lah klo biasa ngonten.
Salam berfikir cerdas",0,2025-10-08T13:58:53Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@samyocom916,"AYO RAME RAME BERALIH KE LISTRIK. 
SUBSIDI BBM ADALAH PENGISAP APBN TERBESAR. 

KEMBANGKAN POTENSI NIKEL DARI INDONESIA!!! 

MUMPUNG PEMAINNYA LAGI NGUMPUL DI PERTAMINA KABEH",0,2025-10-08T13:58:15Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@kembarbaru-qv2up,Panjang umur sehat selalu p menteri keuangan sekarang,0,2025-10-08T13:57:39Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@Rafsvanka,"Mau siapapun itu menterinya dan presidennya. Gua mah udah gak perduli.
Saran gue, lo jngan bikin seperti bul. Mau pun itu cuma prediksi. Takut ketula aja.
Malu luh nanti",0,2025-10-08T13:39:35Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@MrBalQ,"segala yg berlebihan itu tidak bagus,, jangan sok tau ngedahuluin tuhan.. kita liat aja dlu kedepannya.. jangan terlalu skeptis ahh,, 😅",0,2025-10-08T13:34:13Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@aethers123,"Satu mafia tumbang, seratus lahir lagi, mungkin tanahnya terlalu subur untuk di korupsi.
Benar kata Gus Dur, negeri ini penakut: tak berani menghukum yang salah,
karena yang salah duduk di lingkaran kuasa.",0,2025-10-08T13:30:44Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@DaiyemMardian,"Cari menku itu yg bisa lunasin hutang negara pak !!! 
Klo cari menku yg doyan tambahin hutang,banyak gk usah cari lulusan sarjana 😅",0,2025-10-08T13:26:54Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@wandiravael2043,Jadi politik sebangsat itu ya? Bukan atas nama RAKYAT melainkan atas nama PARTAI?,0,2025-10-08T13:10:14Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@effendiwahid9581,Hanya asumsi,0,2025-10-08T13:09:02Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@SemvakMenn,Pak guru gembul .apakah bahlil termasuk mafia?,0,2025-10-08T13:04:14Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@restupidyawatidamanik378,Jd apa guna nya birokrat tu di gaji negara..,0,2025-10-08T12:52:40Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@OktaVian-cj3dq,Indonesia with Purbaya,0,2025-10-08T12:44:31Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@donghuainspirasi,"UU perampasan aset zong lagi ini om. Nepal udah jadi contoh lo, semoga tidah terjadi di indo ya.",1,2025-10-08T12:26:31Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@endangtus91,"Anak-Anak keturunan KOMUNIS PKI sudah Mylai  ketar-ketir..
Karena akan dihapus Dana pembiayaan ganti rugi.. untuk.. Anak-anak keturunan komunis PKI..
Lewat PEPRES 02/2023 KEPRES.. saat Jokwi Prediden akan dicabut.. 
Kacian Delu Gembul..
Lo jan Anak ketyrunan komunis PKI..  
Jadi nanti elo dalam kelompok nya.. udah bgga daoat dana lagi dalam golongan Youtuber Nusantara and TERMUL.. 

Sok tau lo mau tembus Sandi Yudha nya pa Prabowo..",0,2025-10-08T12:24:04Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@ReyleoLeo,"Sdah saat nya PK Prabowo bersih2, bnyak kotoran di mna2, sdah saat nya Indonesia bekerjasama dg negara2 eropa.",0,2025-10-08T12:18:39Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@naflaabriana2402,Pak Purbaya memang jossss sumpah,0,2025-10-08T12:10:52Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@ningrumsolo1392,"Sita yg kelihatan cholid u.tabungan, BPJS, JIWA SRAYA, TASPEN, SHAHRONI, ,,dulu dilirik sj cholid❤",0,2025-10-08T12:07:30Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@atangridwan1858,Waduh,0,2025-10-08T12:06:03Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@ningrumsolo1392,"Naik 12%, di rekap dulu sm kejagung sj kalah setor sitaan cm 1/4, 3/4 u.istri ke 5, y gajine  pejabat2 yg melacur2",0,2025-10-08T12:05:55Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@ningrumsolo1392,"Sitaan di rekap, pimpinan koruptor ditangkap sm bangsanya sendiri merdeka kau apakan Negaramu,?luhud tangkap dulu,,",0,2025-10-08T12:03:54Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@ningrumsolo1392,"Penjajah WNI asli bkn luar negri,,",0,2025-10-08T12:01:58Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@ningrumsolo1392,"Bendahara bekwrja sama, kl tunjukan purbaya diawasi purbaya , mafia hbs uang negara u.upah, ketok asline birokrasi di bubarkan,,",0,2025-10-08T12:00:49Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@ningrumsolo1392,"Dh nginceng, intel keuangan negara, rakyat nginceng yg mungsui PURBAYA,,penting sitaan di rekab,,",0,2025-10-08T11:56:14Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@alfuadi7181,"Semoga riza silit di ""culik"" atau di eksekusi. Jadi gak perlu repot sidang sidang. Kira kira mungkin gak ? Sangat mungkin",0,2025-10-08T11:55:38Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@atangridwan1858,Waduh,0,2025-10-08T11:54:21Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@arifalhadi4661,Senoga segala urusan orng baik demi indonesia lbih baik ini tlah matang dan kuat sehingga tidak smudah itu digagalkan para para mafia jahat yg merusak kesejahteraaan rakyat indonesia... Aminn aminn aminnn 🤲🏼,0,2025-10-08T11:54:13Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@ramadhanf165,guru gembul  apa anda futufog kah,0,2025-10-08T11:53:39Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@mochimam9724,Kakean cangkem nggedabrus di dukung di suport gak usah gawe ngedown,0,2025-10-08T11:34:05Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@FIREBIRD1-p6n,"Keahlian anda sebenarnya apa sih ? Semuanya kok dibahas. Agama dibahas,alquran dibahas.menteri dibahas. Semua dibahas.",0,2025-10-08T11:14:56Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@lopezahus3117,"Terima kaseh jokowi 
Atas restu beliau kita dpt menteri sekelas purrbaya",0,2025-10-08T11:07:01Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@CakAsat-i1m,"Narasi apalagi nih, 
Klo gw ikutin opini yg  loe buat mulai dari kepemimpinan orde baru sampai Prabowo GK ada yg bener buat loe Mbul.... 
Mungkin yg paling cocok menurut loe tuk pegang pemerintahan PKI ya, JANCOK.!!
Narasi"" yg loe sebar cenderung provokatif.",0,2025-10-08T11:05:18Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@yudisaputro9028,Si bahlul copot aja itu,0,2025-10-08T10:49:27Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@Hendri-nb7lx,"Kalau menurut saya tidak perlu banyak partai yang dukung, yang penting prabowo harus bisa mengangkat ekonomi dan sejahtrakan Rakyat, nanti Rakyat dan mahasiswa ulama pasti membantuk dan mendukung prabowo",0,2025-10-08T10:28:34Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@momorudi,"Tenang, ada 1 hal yang menyatukan mereka semua: kantong 😂",0,2025-10-08T09:59:05Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@TaufiqOke-qi8ym,SOLO hadir saya barusan suncrep like,0,2025-10-08T09:46:53Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@NanangQosyim-b7e,Dana 200 Trilyun yang ditaruh di bank pemerintah tidak berguna,0,2025-10-08T09:45:40Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@weslypandjaitan2081,"Sok tahu lu mendingan lu nggk usah ngebacot, urus aja dirimu.yg penuh dusta dan kebohongan itu.",0,2025-10-08T09:38:20Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@munajatalkhaidir9356,"Orang mah ya Pak Gembul cukup memberi pendidikan pandangan jangan malah menggiring yang tidak terjadi nantinya akan terjadi malahan rakyat kehilangan orang baik yg sudah muncul .....
Mohon kontenya lebih memberi masukan untuk agar muncul lagi pejabat yg selevel dan se frekuensi dengan Pak Purbaya...
Trima kasih...",0,2025-10-08T09:34:45Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@antoeimujiemujie3158,"Intinya di pemerintah Pak Prabowo krn keras trhdp korupsi, intinya narasi anda bisa di katakan menyesatkan.",0,2025-10-08T09:29:03Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@rangkasbitung4661,"Sehat kuat pak MENKEU, rakyat bersamamu..",0,2025-10-08T09:21:52Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@gunandarlimartajaya133,Guru gemblung ngedabrus😂😂,0,2025-10-08T09:17:51Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@jokoheri3229,Biar mafia hancur/habis rakyat makmur.,0,2025-10-08T09:12:06Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@bptkn52,"Semoga presiden kita diberikan kemudahan,ttp amanah dlm memimpin negri ini,tdk ada embel2 ato pencitraan utk berkepentingan 2periode",0,2025-10-08T08:48:51Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@Anime_ku_channel,Hhh,0,2025-10-08T08:29:02Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@rezasoe7280,tapi si BAHLUL kenapa gak di tendang sih,0,2025-10-08T08:28:53Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@Rzglobal21,cuma buat cari cuan bikin tumbnail nya ga mencerminka org cerdas,0,2025-10-08T08:04:16Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@ayodyagalih6238,Hutang Warisan 10 tahun era geng solo dampaknya berat cuy,0,2025-10-08T08:01:56Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@LeonMuliono-z9f,"gw kasihan sama menkeu yg baru ini..selama mentri2 yg bermasalah gak dicopot,gerakan menkeu akan sia2..hy jd kasir para maling doank😎",0,2025-10-08T07:42:15Z
Purbaya Yudhi Sadewa,b3x1bb61U0g,Eps 926 | PURBAYA YUDHI SADEWA MENTERI YANG DISIAPKAN PRABOWO UNTUK MENJADI MONSTER PARA MAPIA,@alexandersantoso817,"Semangat pada Jurnalistik Indonesia ❤
jangan lupa berkabar kalo berangkat ya 😊",0,2025-10-08T07:24:05Z
