subjek,final_text,label,status
Purbaya Yudhi Sadewa,iya menteri bongkar korupsi,negatif,prediksi_model
Purbaya Yudhi Sadewa,prediksi paman gembul,negatif,prediksi_model
Purbaya Yudhi Sadewa,mbul ngomong opo koe iki termul lho,negatif,prediksi_model
Purbaya Yudhi Sadewa,prediksi guru gembul thd purbaya dukung menkeu,positif,prediksi_model
Purbaya Yudhi Sadewa,purbaya jarah gembul nih ngawur analisis analisis ndak dasar profikatif nih gembul ndak otak,negatif,prediksi_model
Purbaya Yudhi Sadewa,nguk nguk nguuk nguk udah mamam mbul ,negatif,prediksi_model
Purbaya Yudhi Sadewa,sok tau masuk akal,netral,prediksi_model
Purbaya Yudhi Sadewa,harap taktik endap sisa anggar sengaja tdk serap program kerja awas endap bank tahun bunga bayang trilyun bunga milyar rentan bancak tdk aman sisa anggar tdk serap bidang perhati,negatif,prediksi_model
Purbaya Yudhi Sadewa,purbaya maju rakyat indonesia raya sabang merauke dukung  dengerin pki gaya hidup purbaya presiden prabowo subianto ,positif,prediksi_model
Purbaya Yudhi Sadewa,langkah purbaya sikap kondisi uang negara bravo,positif,prediksi_model
Purbaya Yudhi Sadewa,btw prediksi guru gembul kmren israel iran melesettpi its okksaya suka dri pov pandang orang,negatif,prediksi_model
Purbaya Yudhi Sadewa,dukung prabowo bpk seorng pahlawan,positif,prediksi_model
Purbaya Yudhi Sadewa,benar rakyat menkeu amar maruf nahi mungkar,positif,prediksi_model
Purbaya Yudhi Sadewa,assalamualaikum guru gembuul ente ternak mulyono,negatif,prediksi_model
Purbaya Yudhi Sadewa,hidup korupsi indonesia,positif,prediksi_model
Purbaya Yudhi Sadewa,vlog orang buzzer jokowi,negatif,prediksi_model
Purbaya Yudhi Sadewa,kasihan lihat bangsa kutu tulis nulis koran medsos sma kelas usia lantas tulis nerbitin buku koran nasional nulis medsos dll dsbgnya kutu tulis paksa tulis keluar besok hapus komputer tulis lanjur cetak koran diposting medsos jejak fisik digital abadi baca tulis hela napas ulang saksi tingkah laku netizen jilat menkeu duh duh baca tulis ulang tulis puluh cepat menjlat purbaya lupa sri mulyani iya turun rumah serbu sri mulyani menteri uang baik dunia omong kosong jabat duh rabbi elu love kebon puja juta tukin gaji thr naik gaji pns digit krisis indonesia stabil bla bla daftar aduh aduh bijak sri mulyani dipujapuji betul dampak juta pns awal sertifikasi guru mutusin menkeu purbaya naikin gaji pns jelek sri mulyani butuh jam tuju tulis pakai nppn ppn buku cetak kena tulis atas lantas nasib sri mulyani paham sungguh malang bangsa sorak sorai turun paksa mimpi sorak sorai angkat ganti memujamujinya lantas besok sorak sorai turun ganti pimpin besok turun paksa begituuuu netizen kritis henti mujamuji medsos cuih henti tengkar antem balas komen gara bain jabat unfol benci tolol banget tere liye,positif,prediksi_model
Purbaya Yudhi Sadewa,bazzrer menkeu kali kah kue juga,positif,prediksi_model
Purbaya Yudhi Sadewa,bang halaman kotor sapu ,negatif,prediksi_model
Purbaya Yudhi Sadewa,ketar tir krn tdklah aman sepak terjang krn bnyk sakit hati terutana koruptr oligarki mrk tdk tinggal diam,negatif,prediksi_model
Purbaya Yudhi Sadewa,cipta konflik sprti guru gembul bilang sblum perintah prabowo sarat konflik bongkar skrang,negatif,prediksi_model
Purbaya Yudhi Sadewa,proses bentuk bahan bakar api nerakanyapasti,negatif,prediksi_model
Purbaya Yudhi Sadewa,jelasdong purbaya orang bijak humoris terus juang pur tuhan serta biar anjing gonggong kafilah jalan hirau cerca tuju pur mulia memverbaikisistim uang negeri carut marut gerogot tikus das mohon introspeksi salam waras,positif,prediksi_model
Purbaya Yudhi Sadewa,pihak rakyat buzzernya,negatif,prediksi_model
Purbaya Yudhi Sadewa,all,negatif,prediksi_model
Purbaya Yudhi Sadewa,tunggu gebrak beliauseru beda yaaaademsantai ngena banget angin segar rakyat,positif,prediksi_model
Purbaya Yudhi Sadewa,prabowo pintar angkat menteri koboi berani sanaberani sinihanya tutup orang pola mulyono berita occrp tutup ijazah pagar laut tutup,positif,prediksi_model
Purbaya Yudhi Sadewa,coba logika asumsisementara menkeu pakai data dlm jalan tugassegala usaha resiko browwjokowi ambil resiko iknkereta cepat ide hitung diam protes sok cerdas data analisa cukup konten sibuk urus kementrianorg kerja ganggu brooooww,negatif,prediksi_model
Purbaya Yudhi Sadewa,tuju lawan menkeu emang monster raksasa itungan matematika mmg pur menang krg etis statement gugel ramal pur lengser ujung rmhnya jarahdi amuk dah lewat batas spt giring etis,negatif,prediksi_model
Purbaya Yudhi Sadewa,lhokmu termul yagk bgus omong,negatif,prediksi_model
Purbaya Yudhi Sadewa,guru  gagal paham,negatif,prediksi_model
Purbaya Yudhi Sadewa,babat tanah jawi satrio pingit bela negara rakyat konon muncul purboyo yodi sodewo gibron roko,negatif,prediksi_model
Purbaya Yudhi Sadewa,nilai purbaya coba framing bhw pahlawan ekonomi krisis narasi singkat sby hebat jkowi nunggu depan gawang kalo tumbuh kelak atas oleh pjkowi kasih jempol,positif,prediksi_model
Purbaya Yudhi Sadewa,beranda wara wiri menteri purbaya dinda karamoy,positif,prediksi_model
Purbaya Yudhi Sadewa,salah rakyat nkri sabar hilang keos,positif,prediksi_model
Purbaya Yudhi Sadewa,alloh lindung,positif,prediksi_model
Purbaya Yudhi Sadewa,orang udah siap presiden,positif,prediksi_model
Purbaya Yudhi Sadewa,judul lagu pan khayal tingkat,negatif,prediksi_model
Purbaya Yudhi Sadewa,bahas kembang dpr dprd demo baik ganti orang ulang,negatif,prediksi_model
Purbaya Yudhi Sadewa,lahir soeharto berantas pki moderen,negatif,prediksi_model
Purbaya Yudhi Sadewa,prediksi guru gembul keri adukasi ilmu tahu rakyat indonesia biar waspada gampang provokasi elitnya solit monitor awas terobos industrisasi cipta lapang kerja,negatif,prediksi_model
Purbaya Yudhi Sadewa,bul gembul kau gembol bilang otak gua telan besok pagi buang toilet,negatif,prediksi_model
Purbaya Yudhi Sadewa,ngomongnya muter muter enak dengar,negatif,prediksi_model
Purbaya Yudhi Sadewa,guru gembul amal ,negatif,prediksi_model
Purbaya Yudhi Sadewa,moga kelola danantara bener,negatif,prediksi_model
Purbaya Yudhi Sadewa,alloh robb jaga purbaya keluarga jaga beliau orang orang jahat rakus dzolim purbaya aamiin,positif,prediksi_model
Purbaya Yudhi Sadewa,juta duduk indonesia turun menepalkan indonesia kalo sampe purbaya lengser,positif,prediksi_model
Purbaya Yudhi Sadewa,prabowo presiden cerdaswakilnya cerdas,positif,prediksi_model
Purbaya Yudhi Sadewa,prabowopurbayaamran sulaimankdmhoho alkafnex moga bantu bantu rakyat revolusioner iklas maju bangsa iniamin,positif,prediksi_model
Purbaya Yudhi Sadewa,briliant,negatif,prediksi_model
Purbaya Yudhi Sadewa,canel gurutp isi gembul,negatif,prediksi_model
Purbaya Yudhi Sadewa,insya allahkaalaupeberantasan korupsi sukses bareng tinndaksn menkeu sukses sejahtera rakyatpemerintahan prabowoberlajut oeriodetanpa gibran,positif,prediksi_model
Purbaya Yudhi Sadewa,prabowo purbaya wujud ekonomi indonesia makmur pro rakyat buat abdi orang rakus cemburu lawan,positif,prediksi_model
Purbaya Yudhi Sadewa,tutup galon,negatif,prediksi_model
Purbaya Yudhi Sadewa,xerophex lunark,negatif,prediksi_model
Purbaya Yudhi Sadewa,yyyyaahhhh guru gembul bongkar skenario cari skenario mafia,negatif,prediksi_model
Purbaya Yudhi Sadewa,itulahmafia akar mana manamedia kuasaipendidikan jugapokok dilumpuhkanmaka orang bersih jujur jokowi nga buat banyaksebab mui bulum nyata uang korupsi haram,negatif,prediksi_model
Purbaya Yudhi Sadewa,ramal salah,negatif,prediksi_model
Purbaya Yudhi Sadewa,jangka panjang dpr bersihmafia bubarkeuangan negara kuatrakyat sejahterabisa nikmat fasilitas gratis,negatif,prediksi_model
Purbaya Yudhi Sadewa,aneh mafia lindung kerja orang dprmaka rakyat bubar dpr dpr lindung mafia jarah uang haram babi,negatif,prediksi_model
Purbaya Yudhi Sadewa,prinsip negara hancur mafia,negatif,prediksi_model
Purbaya Yudhi Sadewa,salahpemerintah butuh mafiamafia bentuk rampok uang negarajustru presiden basmi mafia,negatif,prediksi_model
Purbaya Yudhi Sadewa,ayooo prabowo buang menteri sontoloyo nga kerja,positif,prediksi_model
Purbaya Yudhi Sadewa,dibenturkanitu kasarmenteri awas gera uang lari kemanaboros dimanabocor dimanasebab tanggung langsung presiden,positif,prediksi_model
Purbaya Yudhi Sadewa,inti koruptor bebas buka itusemua terang sulit dicolongrakyat gembira,negatif,prediksi_model
Purbaya Yudhi Sadewa,laku serang tau gawang dimanayang muter doang nga tau gawang mana,negatif,prediksi_model
Purbaya Yudhi Sadewa,presiden kendali uang langsunguntuk jaga stabilitas terkendalibukan srperti bilang,positif,prediksi_model
Purbaya Yudhi Sadewa,urus dunia akhirat selagi usaha hasil serah allah subhanawatallah,negatif,prediksi_model
Purbaya Yudhi Sadewa,rakyat indonesia dukung bijak menkeu purbaya,positif,prediksi_model
Purbaya Yudhi Sadewa,pinter pinter gembul ramal tembus,negatif,prediksi_model
Purbaya Yudhi Sadewa,tri keuangannampaknya prabowo simplifikasi arus uang departemen hasil uang dlm institusi independent danantara departemen guna uang dsnlah tri uang tindak kasir manajemen traffic anggar,positif,prediksi_model
Purbaya Yudhi Sadewa,prabowo training usyg materi utama ajar low intensity conflict management amerika selatan terap militer bikin gerombol komunisjd mrk kerjaangunanya serap alutsista jual amrik,negatif,prediksi_model
Purbaya Yudhi Sadewa,suka gebrak purbaya,positif,prediksi_model
Purbaya Yudhi Sadewa,ayo dukung pur moga alloh lindung petaka dzalim,positif,prediksi_model
Purbaya Yudhi Sadewa,hati guru gemblung adu domba,netral,prediksi_model
Purbaya Yudhi Sadewa,hey gembul pesimis banget mustinya bantu rakyat bantu lawan mafia migas judol narkoba,negatif,prediksi_model
Purbaya Yudhi Sadewa,gembal gembul sok,negatif,prediksi_model
Purbaya Yudhi Sadewa,gelombang jatuhin purbaya tipis tipis udah liat jir,positif,prediksi_model
Purbaya Yudhi Sadewa,guru cabul,negatif,prediksi_model
Purbaya Yudhi Sadewa,masyarakat bijak klu jabat pro rakyat jujur warga masyarakat tamen benteng klual kelompok kelompok jatuh tdk klu masyarakat satu,negatif,prediksi_model
Purbaya Yudhi Sadewa,menteri uang lemah opini buzzer milik mafia rakyat indonesia ikut serang menteri uang riapalagi salah purbaya prabowo karna tuju mafia kl menang indonesia sengsara karna ulah mafia dukung penuh perintah perang lawan mafia bajing negeri pertiwi,positif,prediksi_model
Purbaya Yudhi Sadewa,respek gaya purbaya persis jurus dewa mabok,positif,prediksi_model
Purbaya Yudhi Sadewa,ngeri bajing koruptor indonesia pantes sah ampas aset aplg hukum mati rakyat sengsara peduli koruptor jahanam salah satu hukum rimba korupsi milyaran pling rendah mana tahan bunuh koruptor rame rakyat datang penjara hotel koruptor ribu polisi bklan halang,negatif,prediksi_model
Purbaya Yudhi Sadewa,negara selamat kan moga bawaahannya amanah jujur lindung aamin,positif,prediksi_model
Purbaya Yudhi Sadewa,bruuuuuuuuuuut numpang dagang nyari duiiiit,negatif,prediksi_model
Purbaya Yudhi Sadewa,sri mul simanusia vampire cuih,positif,prediksi_model
Purbaya Yudhi Sadewa,susah janji manusia pegang ucapannyatapi anjing pake tambang bet,negatif,prediksi_model
Purbaya Yudhi Sadewa,mending purbaya sri mulyani,positif,prediksi_model
Purbaya Yudhi Sadewa,waspada jangan giring prediksi syirik orang munafikberbahaya resiko nantinys,negatif,prediksi_model
Purbaya Yudhi Sadewa,prabowo hebat temu orang genius jujur fan pro rakyat sosok monster hancur koruptor,positif,prediksi_model
Purbaya Yudhi Sadewa,guru guru,negatif,prediksi_model
Purbaya Yudhi Sadewa,tunjang asn guru gimna guru asn tugas dalam batas ,negatif,prediksi_model
Purbaya Yudhi Sadewa,prabowo membrantas korupsi purbaya orang bersih korupsi moga indonedia jaya makmur,positif,prediksi_model
Purbaya Yudhi Sadewa,khawatir nasib kayak ahok saking semangat tegak benar singkir mudah suka tegas beliau,positif,prediksi_model
Purbaya Yudhi Sadewa,guru gembul muji prabowo kemaren,negatif,prediksi_model
Purbaya Yudhi Sadewa,moga allah swt lindung bpk menkeu purbayabelio orang cerdas,positif,prediksi_model
Purbaya Yudhi Sadewa,prediksi keramput yggak masuk akal guling presiden prabowomereka lawan rakyat gembul salah satu,netral,prediksi_model
Purbaya Yudhi Sadewa,cocot guru gemblung,negatif,prediksi_model
Purbaya Yudhi Sadewa,sesuai paradox indonesia,positif,prediksi_model
Purbaya Yudhi Sadewa,punten guru alhamdulillah muncul putra sunda galuh pajajaran kdm purbaya jiwa prabu wangi lingga buana berani mati tragedi bubat tegak diri negara daulat arah bijak bangun prabu siliwangi nisakala wastu kancana prabu siliwangi sri baduga maharaja rakyat gemah ripah repeh rapih,positif,prediksi_model
Purbaya Yudhi Sadewa,pola pikir gembul ideologi pki sadar bicara paham ideologi pola pikir penting bicara kes wow coba pikir sehat andia putar pos bicara gembul bicara sma tdk,negatif,prediksi_model
Purbaya Yudhi Sadewa,kutuk orang korup jahatp pur mah lindung allah pro rakyatkeren,positif,prediksi_model
Purbaya Yudhi Sadewa,btw purbaya prabowo kenapaa lulus negeri pikir cerdas lokal rendah pikir guru tuju sabotase sarang bwajngan,positif,prediksi_model
Purbaya Yudhi Sadewa,pikir positif tenteram pilih benar wajib hasil pasrah allah guru gembul lampau kuasa allah istighfar,negatif,prediksi_model
Purbaya Yudhi Sadewa,berita ginian projo termul,negatif,prediksi_model
Purbaya Yudhi Sadewa,logika guru gembol asli,negatif,prediksi_model
Purbaya Yudhi Sadewa,guru gembuk background sich menganalisa byk ujung prasangka buruk islam tdk ajar prasangka,negatif,prediksi_model
Purbaya Yudhi Sadewa,kena judul menteri ter kutuk alloh lindung purbaya da keluarga,positif,prediksi_model
Purbaya Yudhi Sadewa,            ,negatif,prediksi_model
Purbaya Yudhi Sadewa,kue ber,negatif,prediksi_model
Purbaya Yudhi Sadewa,menteri hitam blunder dipeliharakenapa,negatif,prediksi_model
Purbaya Yudhi Sadewa,guru gembul pengkianat,negatif,prediksi_model
Purbaya Yudhi Sadewa,subhanallah,negatif,prediksi_model
Purbaya Yudhi Sadewa,beliau ajar mertua kuasa,positif,prediksi_model
Purbaya Yudhi Sadewa,gugem buzzerin purbaya ini,positif,prediksi_model
Purbaya Yudhi Sadewa,korban penting rakyat abai,negatif,prediksi_model
Purbaya Yudhi Sadewa,jenius bkn wowortp orang main blkg wowor purbaya hnya bgs awaltp tahu asli lihat,positif,prediksi_model
Purbaya Yudhi Sadewa,tanya sri mulyani jokowi posisi spt prabowo purbaya dlm tekan mafia,positif,prediksi_model
Purbaya Yudhi Sadewa,weh gembul komennya omdo,negatif,prediksi_model
Purbaya Yudhi Sadewa,gembul gomballin,negatif,prediksi_model
Purbaya Yudhi Sadewa,prabowo ahli strategi tiap bidang ahli ekonomi militer genius presiden,negatif,prediksi_model
Purbaya Yudhi Sadewa,nih statement tohok simax negara sumber daya alam batas perintah real suci cari peluang dasar manusia rakyat manusia bahagia hidup mudah ambil contoh singapura negara banget kaya rakyat pintar indonesia depan makmur saing jendela global sok kenal sok akrab agung nama sikap janji manis jabat omon sok suci kecuali melek kampung sederhana nyata ekonomi sulit rupiah tdk lembar pecah rupiah besar orang dlm kecuali ngirit tdk dunia hidup mudah jangkau hindar ajar rasul sederhana bawa arus rezim lokal global hidup layak hidup mudah fatamorgana ajar jiwa timur sabar sukuri ajar agama sulap dalil suci nyopet belakang susah banding hidup orang negara maju jawab indonesia kaya sda msh byk susah rakyat,negatif,prediksi_model
Purbaya Yudhi Sadewa,dawuh gusdur orang ikhlas prabowo,positif,prediksi_model
Purbaya Yudhi Sadewa,musuh elite yuukk masyarakat satu lawan elit dukung jabat untk presiden menteri purbaya,positif,prediksi_model
Purbaya Yudhi Sadewa,analisa bagus,negatif,prediksi_model
Purbaya Yudhi Sadewa,panggil baraya tementemen,negatif,prediksi_model
Purbaya Yudhi Sadewa,bodo denga narasi jujur pro rkyat dukung,positif,prediksi_model
Purbaya Yudhi Sadewa,suku pecah belah adakan cinta nkri,positif,prediksi_model
Purbaya Yudhi Sadewa,tungu hasil omon kyk pimpinanya,netral,prediksi_model
Purbaya Yudhi Sadewa,kabar termul sri mulyani,positif,prediksi_model
Purbaya Yudhi Sadewa,sebodo teuing tuang teu melek repormasi bikin ulah rakyat megap butuh naek mana danantara teu aya hasilna makan weeempuk koruptor mafia wehleeee salah strategi cerita,negatif,prediksi_model
Purbaya Yudhi Sadewa,gimana gembul tdk berfikir dri berfikir dlm sampek agama kental bersebrangan dng sampek sang cipta alam semesta ato gembul terbiyus monster gembul,negatif,prediksi_model
Purbaya Yudhi Sadewa,gpp monster monster,negatif,prediksi_model
Purbaya Yudhi Sadewa,kuat baser menteri uang koruptor kuat bayar baser baser  lawan orang jujur ,positif,prediksi_model
Purbaya Yudhi Sadewa,ter tuk rugi bia korupsi,negatif,prediksi_model
Purbaya Yudhi Sadewa,malaysia suka purbaya menteri koboi sinar menteri malaysia moga tuhan lindung,positif,prediksi_model
Purbaya Yudhi Sadewa,sesuai nama sadewa beliau bak dewa turun langit,negatif,prediksi_model
Purbaya Yudhi Sadewa,p emotongan tkd sektor butuh dasar rakyat infastruktur dasar kurang tkd kurang keluar sentuh lansung butuh ekonomisosial didik,negatif,prediksi_model
Purbaya Yudhi Sadewa,kali ngikutin pejabatemang aneh nih pur magnet gin,negatif,prediksi_model
Purbaya Yudhi Sadewa,kalo bikin tumbhnail bener koplok,negatif,prediksi_model
Purbaya Yudhi Sadewa,butuh bukti pjg kemenkeu,negatif,prediksi_model
Purbaya Yudhi Sadewa,guru gembul lapor guru ramal guru gembul purbaya jegal bukti media mainstream tempo berita bijak popular djp purbaya batal bijak,negatif,prediksi_model
Purbaya Yudhi Sadewa,mantap,positif,prediksi_model
Purbaya Yudhi Sadewa,guru gembul bikinpusing pemikiranyakaya latih sepak bola kaya tanding,negatif,prediksi_model
Purbaya Yudhi Sadewa,iya purba tolong rakyatjangan sekak mat,negatif,prediksi_model
Purbaya Yudhi Sadewa,podcast mahfud kesini asa dengerin dongen,negatif,prediksi_model
Purbaya Yudhi Sadewa,episode guru gembul prabowo sumpah ngerti apaapa,negatif,prediksi_model
Purbaya Yudhi Sadewa,konten guna bikin isu iring opini tolol,negatif,prediksi_model
Purbaya Yudhi Sadewa,omon terussbubarkan mbg,negatif,prediksi_model
Purbaya Yudhi Sadewa,analisanya bagus guru gembul,negatif,prediksi_model
Purbaya Yudhi Sadewa,sisi anggap hebat menkeu kalo spt ertampilannya sengaja ditonjolkanbicara msh surga ditelingapikirkan benartiap bicara blm diblkg mrk senyamsenyum udh rakyat pesona kosongmana hasil sahkan ampas aset kog belok arlojinyabini nyatutur langit lucu bicara ttg salah negeri cina investasi indobukannya utama didlm negri kalo jual cina dtg bidan lucu omong negara cinacinacinaknp bukn ttg beli raffale perancis beli brg impor lainny aneh otak mikirfokus adamalah bawa dlm pikir negeri kayangan dunialupa kalo introspeksi kurgdan salahin negara,negatif,prediksi_model
Purbaya Yudhi Sadewa,atur persen maksimal belanja gaji pns pemda efisiensi pns pemda dinas sosial tampung anggur malas,negatif,prediksi_model
Purbaya Yudhi Sadewa,lemah indonesia adlh masarakat kendali olh uang rbu yaaa too,positif,prediksi_model
Purbaya Yudhi Sadewa,need protect this monster,negatif,prediksi_model
Purbaya Yudhi Sadewa,prediksi kenatp kali moga,positif,prediksi_model
Purbaya Yudhi Sadewa,sodor opung luhut gimana,negatif,prediksi_model
Purbaya Yudhi Sadewa,orang pintar bikin judul bosan,positif,prediksi_model
Purbaya Yudhi Sadewa,allah lindung orang orang negara jauh orang dholim moga pimpin amanah indonesia terang benderang biar rakyat tenang aman selamat jalan tugas pur,positif,prediksi_model
Purbaya Yudhi Sadewa,tanda ekonomi rakyat baik biaya hidup harikk,negatif,prediksi_model
Purbaya Yudhi Sadewa,souzon lihat,netral,prediksi_model
Purbaya Yudhi Sadewa,apbn pajak sumber daya alam nusantara nggak heran rakyat sengsara peras kuasa kuasa pesta pora dana sumber alam gila banget moga byk sadar,negatif,prediksi_model
Purbaya Yudhi Sadewa,mafia suka menkeu ,negatif,prediksi_model
Purbaya Yudhi Sadewa,termul panas,negatif,prediksi_model
Purbaya Yudhi Sadewa,pohon kencang tiup,negatif,prediksi_model
Purbaya Yudhi Sadewa,harap ubah system pajak kendara masuk akal mana pajak tahun nominal gede banget dibandingin harga motor pajak tahun kadang harga motor uda turun masuk akal,netral,prediksi_model
Purbaya Yudhi Sadewa,analisa guru gembul emang berkelasssss,negatif,prediksi_model
Purbaya Yudhi Sadewa,gimana kalo mafia mafia mafia migas indonesia kuat kuat dunia prabowo tau,negatif,prediksi_model
Purbaya Yudhi Sadewa,hnya salah kliru gedabrus ente mbul,negatif,prediksi_model
Purbaya Yudhi Sadewa,zaman prabowo keren cuman sayang hargo singkong anjlok parah potong gede tani singkong ancur zaman impor tapioka jalan kuota import full,negatif,prediksi_model
Purbaya Yudhi Sadewa,kemarin bem pingin copot purbaya tanya bem suruh usil demo kemarin,positif,prediksi_model
Purbaya Yudhi Sadewa,nilai buruk inti imbang gajah lawan gajah,negatif,prediksi_model
Purbaya Yudhi Sadewa,coretax zaman nyakemenkeu,negatif,prediksi_model
Purbaya Yudhi Sadewa,guru gembulbahas donk pimpin mantan kemenkeu sri mulyono,negatif,prediksi_model
Purbaya Yudhi Sadewa,guru bahas polisi resah berani nanggapin guru berani ungkap habib palsu indo skarang coba polisi sejahtera rakyat indo contoh video bobrok tau lah,negatif,prediksi_model
Purbaya Yudhi Sadewa,kek suara gitu,negatif,prediksi_model
Purbaya Yudhi Sadewa,migas barang bukti nyaa kurupp,negatif,prediksi_model
Purbaya Yudhi Sadewa,najwa shihab masuk jajar menteri,netral,prediksi_model
Purbaya Yudhi Sadewa,mbg tuju,negatif,prediksi_model
Purbaya Yudhi Sadewa,kalo bahlil pelihara,negatif,prediksi_model
Purbaya Yudhi Sadewa,moga duga gembul,negatif,prediksi_model
Purbaya Yudhi Sadewa,pimpin bagus cowo,negatif,prediksi_model
Purbaya Yudhi Sadewa,terimakasih guru pusing simak,negatif,prediksi_model
Purbaya Yudhi Sadewa,nurut gue kagak nyang acung jempol menkeu nyang wajah ndak simpatik sukak omong gede hsl krj blm,positif,prediksi_model
Purbaya Yudhi Sadewa,mafia didik maha caritana gugem garing artos relatif mafia san s meureun,negatif,prediksi_model
Purbaya Yudhi Sadewa,kaya dukun ente mbul,positif,prediksi_model
Purbaya Yudhi Sadewa,ingatprabowo anak begawan ekonomi indonesia sumitro djojohadikusumo saudara konglomerat hasjim djojogadikusumo heran beliau paham ekonomi dutambah paham strategi militer,positif,prediksi_model
Purbaya Yudhi Sadewa,guru gembul buzzernya kemenkeu mewanti satu birokrat mudah provokasi thanks guru,negatif,prediksi_model
Purbaya Yudhi Sadewa,purbaha waspada hati hatibanyak muka manis depan tusuk belakangperhatikan kawan kolega kolega benci purbaya berani frontal lawan depan segan takut jabat taruhannyapak prabowo leluasa kuat penuh pur tentu bijak prabowo senjata ampuh purbaya orang autopilot cerdas pur jago bicara tempat kalimat berat bobot lawan argumentasi henti culas mohon teman teman purbaya waspada manfaat lawan hancur purbaya,positif,prediksi_model
Purbaya Yudhi Sadewa,sprtinya gembul keliru presiden prabowo tdk koalisi karna skrng dukung presiden prabowo rakyat bkn partai politik,positif,prediksi_model
Purbaya Yudhi Sadewa,moga alloh lindung limpah sehat purbaya menkeu serta keluargaaamiin,positif,prediksi_model
Purbaya Yudhi Sadewa,ind emang orang pintar ngomong doank,negatif,prediksi_model
Purbaya Yudhi Sadewa,predeksi manusia kadang omong ngompor igak pentinggggsemua gusti alloh tentu,positif,prediksi_model
Purbaya Yudhi Sadewa,cinta purbaya,positif,prediksi_model
Purbaya Yudhi Sadewa,asumsi,negatif,prediksi_model
Purbaya Yudhi Sadewa,kawal purbaya jatuhken bahlil,positif,prediksi_model
Purbaya Yudhi Sadewa,sus pudjiastuti,negatif,prediksi_model
Purbaya Yudhi Sadewa,ente gembul kutuk,negatif,prediksi_model
Purbaya Yudhi Sadewa,gebrak ,positif,prediksi_model
Purbaya Yudhi Sadewa,purbaya nggk kenal prabowo purbaya cerita jokowi,positif,prediksi_model
Purbaya Yudhi Sadewa,coba mbul berani ngk temu purbaya cuman omon omon,positif,prediksi_model
Purbaya Yudhi Sadewa,ramal kacangin aja,negatif,prediksi_model
Purbaya Yudhi Sadewa,yaa alloh lindung sehat bpk menku indonesia selamat ekonomi bangsa indonesia rakyat indonesia hidup sejahtera makmur merdeka,positif,prediksi_model
Purbaya Yudhi Sadewa,ngomong gampang,negatif,prediksi_model
Purbaya Yudhi Sadewa,moga pimpin nurani pimpin sulit,positif,prediksi_model
Purbaya Yudhi Sadewa,bravo gugem,negatif,prediksi_model
Purbaya Yudhi Sadewa,rakyat dukung prabowo cada cerita guling,positif,prediksi_model
Purbaya Yudhi Sadewa,keep your friend close but keep your enemy closer godfather,negatif,prediksi_model
Purbaya Yudhi Sadewa,minimal jelasin guru gembul jadi ahok agama biar masyarakat indonesia gampang bodoh,negatif,prediksi_model
Purbaya Yudhi Sadewa,share video gonjang ganjing,negatif,prediksi_model
Purbaya Yudhi Sadewa,defeat evil you have become greater evil lelouch lamperouge,negatif,prediksi_model
Purbaya Yudhi Sadewa,kilang mintak bakar jabat kait tuju impor bbm kor upsi inpor bbm zolim rakus peja bat naujubillah minzaliq,negatif,prediksi_model
Purbaya Yudhi Sadewa,anggar koreksi marah penting,positif,prediksi_model
Purbaya Yudhi Sadewa,purboyo pro rakyat hujat,positif,prediksi_model
Purbaya Yudhi Sadewa,milih prabowo partaipartai koalisi milu dukung beliau presiden fufufafa ganti beliau,positif,prediksi_model
Purbaya Yudhi Sadewa,prabowo singkir bahlul nusron kelompok ngeselin,negatif,prediksi_model
Purbaya Yudhi Sadewa,ngomong opo mbuul,negatif,prediksi_model
Purbaya Yudhi Sadewa,kapasitas gembul kadang ngomen agama politik cuman cari adsense,negatif,prediksi_model
Purbaya Yudhi Sadewa,berita tunggu salah,netral,prediksi_model
Purbaya Yudhi Sadewa,bicara jokowi periksa kpk,negatif,prediksi_model
Purbaya Yudhi Sadewa,prediksi banget,positif,prediksi_model
Purbaya Yudhi Sadewa,kali tuju analisa guru gembul guru gemar ngibul wait and see,negatif,prediksi_model
Purbaya Yudhi Sadewa,gembul udah sogok buzzer perintah jelek kandidat,negatif,prediksi_model
Purbaya Yudhi Sadewa,pguru tuju klovseluruh rakyat indonesia patungan urun donasi cicil utang negara biar ekonomi baik usul pwowo,positif,prediksi_model
Purbaya Yudhi Sadewa,rocky gerung,negatif,prediksi_model
Purbaya Yudhi Sadewa,purbaya kuatgak mikir dukung beliau,positif,prediksi_model
Purbaya Yudhi Sadewa,indonesia aneh orang berani jujur trs jabat musuh orang hidup enak maling duit rakyat waras hrs dukung jabat jujur,positif,prediksi_model
Purbaya Yudhi Sadewa,buzzer nilai bagus kerja purbaya,positif,prediksi_model
Purbaya Yudhi Sadewa,apasih,negatif,prediksi_model
Purbaya Yudhi Sadewa,kecewa pdip tdk oposisi,negatif,prediksi_model
Purbaya Yudhi Sadewa,suka demo ajar,negatif,prediksi_model
Purbaya Yudhi Sadewa,gin puja adsen,negatif,prediksi_model
Purbaya Yudhi Sadewa,hawa beliau tersingkirdigulingkan rakyat rame kali,positif,prediksi_model
Purbaya Yudhi Sadewa,guru gobllok,negatif,prediksi_model
Purbaya Yudhi Sadewa,canel asli ken badak hehehe,negatif,prediksi_model
