date,tokoh,text,clean_text,label,source
2025-11-27T11:17:47Z,Purbaya Yudhi Sadewa,👍👍👍👍👍❤❤❤❤,,netral,auto-labeled
2025-11-27T09:38:54Z,Purbaya Yudhi Sadewa,"Menteri yang berilmu dan amanah banget. Padahal kalau semua menteri seperti ini, NKRI nyaman, aman dan hebaat di dunia. Gak malu2in.",beril amanah banget nkri nyaman aman hebaat dunia malu2in,positif,auto-labeled
2025-11-27T09:26:45Z,Purbaya Yudhi Sadewa,Jawab pak tp direkayasa.,jawab rekayasa,negatif,auto-labeled
2025-11-27T08:45:31Z,Purbaya Yudhi Sadewa,"Ha ha ha mantap pak purbaya , mending liat Pak Purbaya pikiran kita dilatih untuk selalu positif drpd berseliweran di vidio perselingkuhan, vidio 2 jam , ampuun pak , bikin resah",mantap mending liat pikir latih selalu positif drpd seliwer vidio selingkuh vidio jam ampuun resah,positif,auto-labeled
2025-11-27T07:59:49Z,Purbaya Yudhi Sadewa,Nah lho..salut untuk pa Pur🎉🎉🎉,nah lhosalut pur,netral,auto-labeled
2025-11-27T07:56:14Z,Purbaya Yudhi Sadewa,Menkeu❤❤❤❤❤,,netral,auto-labeled
2025-11-27T07:23:37Z,Purbaya Yudhi Sadewa,"Pa Menkue gemana gaji ktnya naik ko Lum ada ,pensiunan lagi kosong terus lah gemana Pa",menkue gana gaji ktnya naik lum pensiun kosong terus lah gana,netral,auto-labeled
2025-11-27T06:12:49Z,Purbaya Yudhi Sadewa,Lutut mendadak lemes ya bapak ibu pejabat 😂,lutut dadak lemes jabat,negatif,auto-labeled
2025-11-27T04:52:31Z,Purbaya Yudhi Sadewa,"KEREN BPK, CANDAANYA",keren bapak candaanya,positif,auto-labeled
2025-11-27T04:44:36Z,Purbaya Yudhi Sadewa,"Ini pak Purbaya ketawa tetus, klu sriulyani manyun terus",ketawa tetus klu sriulyani manyun terus,positif,auto-labeled
2025-11-27T04:13:26Z,Purbaya Yudhi Sadewa,"Yg gw senang dari beliau, kalau ada salah / kekurangan gak malu mengakuinya dan segera memperbaikinya...",senang beliau salah kurang malu aku segera baik,positif,auto-labeled
2025-11-27T04:06:40Z,Purbaya Yudhi Sadewa,Santai tapi serius😅❤❤❤,santai serius,netral,auto-labeled
2025-11-27T03:36:15Z,Purbaya Yudhi Sadewa,menteri yang cerdas,cerdas,positif,auto-labeled
2025-11-27T03:10:07Z,Purbaya Yudhi Sadewa,Bener bnyak trik utk humoris tapi  bermakna   mantap,bener bnyak trik humoris makna mantap,netral,auto-labeled
2025-11-27T03:05:46Z,Purbaya Yudhi Sadewa,ASALAMUALAIKUM pak,asalamualaikum,positif,auto-labeled
2025-11-27T01:32:01Z,Purbaya Yudhi Sadewa,PURBAYA YG BENARRRR 👍,benarrrr,netral,auto-labeled
2025-11-27T01:20:03Z,Purbaya Yudhi Sadewa,"MENTERI PURBAYA DAN JAJARANNYA TERJUJUR TERBAIK
🙏🏻👍🏻🇮🇩❤😊🤲🏻",jajar jujur baik,positif,auto-labeled
2025-11-27T00:41:44Z,Purbaya Yudhi Sadewa,menteri yang banyak canda tapi serius dalam bekerja,canda serius kerja,negatif,auto-labeled
2025-11-26T23:14:09Z,Purbaya Yudhi Sadewa,"""Memang selama ini kita ga becus.""

Maksudnya tuh menteri sebelumnya kalik ya😂",memang lama becus maksud belum kalik,negatif,auto-labeled
2025-11-26T22:50:18Z,Purbaya Yudhi Sadewa,Alhamdulillah.. klo kebocoran anggaran bisa ditutup ⅓nya aja bisa lunasin semua hutang 1 periode.. potong tangan para maling anggaran dan hukum mati semua penghianat.. 100 thn negara ga perlu hutang..! 😂,alhamdulillah bocor anggar tutup lunasin hutang periode potong tangan maling anggar hukum mati penghianat 100 thn negara perlu hutang,netral,auto-labeled
2025-11-26T22:43:03Z,Purbaya Yudhi Sadewa,"Bapak Purbaya.menku kita sangat tegas  bicara nya jelas,&. Sukses menjalankan tugas nya,Allah slalu menjaga Bapak menku,Amin...?",purbayamenku tegas bicara jelas sukses jalan tugas nyaallah slalu jaga menkuamin,positif,auto-labeled
2025-11-26T21:28:41Z,Purbaya Yudhi Sadewa,Jaman konoha bagi2 bansos bafi pemeluk2 nya sj.,jaman konoha bagi2 bansos bafi pemeluk2,netral,auto-labeled
2025-11-26T17:10:34Z,Purbaya Yudhi Sadewa,Pinter,pinter,negatif,auto-labeled
2025-11-26T14:29:39Z,Purbaya Yudhi Sadewa,"Rusak Hancur  Ekonomi Negara 2 Periode Kemarin 😡😡😡 Hutang Negara Bertambah Besar Korupsi Meraja Lela Cuma Bagi "" Bansos 😈😈😈",rusak hancur ekonomi negara periode kemarin hutang negara tambah besar korupsi raja lela bansos,negatif,auto-labeled
2025-11-26T14:18:16Z,Purbaya Yudhi Sadewa,Beda ya sama si penghobi utang 😅,beda sama hobi utang,negatif,auto-labeled
2025-11-26T14:02:59Z,Purbaya Yudhi Sadewa,Pak Purbaya dilawan...yg lain jadi ciut....semoga Allaah menolong dan melindungi beliau...aamiin,dilawanyg ciutsemoga allaah tolong lindung beliauaamiin,positif,auto-labeled
2025-11-26T12:06:46Z,Purbaya Yudhi Sadewa,Barusan ada Menteri Menkeu sesantai ini gayanya banyak senyum tidak kaku 😊😊😊,barusan santa gaya senyum kaku,netral,auto-labeled
2025-11-26T11:54:06Z,Purbaya Yudhi Sadewa,Rakyat jekata di ajak kuliah,rakyat jekata ajak kuliah,negatif,auto-labeled
2025-11-26T11:46:42Z,Purbaya Yudhi Sadewa,Jahatx rezim sblmx.. Pengkhianat apa iyya,jahatx rezim sblmx khianat apa iyya,negatif,auto-labeled
2025-11-26T11:45:10Z,Purbaya Yudhi Sadewa,Ya allah pak pur selalu tersenyum sehat selalu pak  maji terus pantang mundur pak,allah pur selalu senyum sehat selalu maji terus pantang mundur,positif,auto-labeled
2025-11-26T11:41:54Z,Purbaya Yudhi Sadewa,Pak Purbaya punya daya tarik...selalu pengen lihat apa yg beliau komenkan❤,punya daya tarikselalu ken lihat apa beliau komenkan,negatif,auto-labeled
2025-11-26T11:21:21Z,Purbaya Yudhi Sadewa,Ketawa p pur sangat renyah q sukaaaa bngt,ketawa pur renyah sukaaaa bngt,netral,auto-labeled
2025-11-26T11:02:48Z,Purbaya Yudhi Sadewa,Menteri yg tanpa beban. Berpenampilan apa adanya. Tdk hrs membela partai tdk ada yg ditutup2i. Insyaallah hidupnya selalu sehat dan bahagia.,beban tampil apa ada hrs bela partai ditutup2i insyaallah hidup selalu sehat bahagia,netral,auto-labeled
2025-11-26T11:02:28Z,Purbaya Yudhi Sadewa,"canggih emang nih menteri, ga ada lawan 🫡",canggih memang lawan,negatif,auto-labeled
2025-11-26T10:56:58Z,Purbaya Yudhi Sadewa,"Selalu lucu, manis, cerdas, dan keren😂👌semoga selalu sehat PAkMenkeu 🙏belum pernah sesuka ini sama seorang menteri🤭",selalu lucu manis cerdas kerensemoga selalu sehat pakmenkeu suka sama orang,positif,auto-labeled
2025-11-26T10:46:07Z,Purbaya Yudhi Sadewa,Betul pak anggaran tak berkelanjutan.lht aja jln cm tu pertahun.jd itu2 aja kerjaan,betul anggar berkelanjutanlht jln pertahunjd itu2 kerja,netral,auto-labeled
2025-11-29T02:28:20Z,Purbaya Yudhi Sadewa,Pak Mentri gaji daerah dan pusat untuk nakes harusnya sama..bebannya juga sama,tri gaji daerah pusat nakes harus samabebannya sama,positif,auto-labeled
2025-11-27T13:36:46Z,Purbaya Yudhi Sadewa,"Jalan terus Bapak, God bless! ... go with God Bapak♡
Kami rakyat RI  berdiri dipihakmu
Will & stay pray 4 U pak",jalan terus god bless with god rakyat diri pihak will stay pray,negatif,auto-labeled
2025-11-27T11:38:48Z,Purbaya Yudhi Sadewa,"Terimakasih,
Semangat .. pak *Purbaya Yudhi Sadewa* 
Terus berkarya untuk bangsa dan negara,
Kiranya TUHAN menyertai dan menolong, memberikan kesehatan dan kekuatan,amin🙏.",terimakasih semangat terus karya bangsa negara kira tuhan serta tolong beri sehat kekuatanamin,positif,auto-labeled
2025-11-27T06:12:38Z,Purbaya Yudhi Sadewa,"Pak Pur, yang terhormat.
Permenkeu 81 / 2025 akan menghambat pembangunan di desa desa pak. Tolong ditinjau ulang pak... Salam sehat pak pur..",pur hormat permenkeu 2025 hambat bangun desa desa tinjau ulang salam sehat pur,netral,auto-labeled
2025-11-26T08:39:13Z,Purbaya Yudhi Sadewa,Syukur pada Allah..menampilkan seorang menteri yang bisa melindungi rakyatnya..benar nasib manusia pada diri sendiri..ALLAH TIDAK MEMPERBAIKI NASIB SESEORANG ATAU SUATU KAUM..KECUALI MEREKA MEMPERBAIKI NASIBNYA SENDIRI..amin..amin..ya Allah..amin..ya Robal alamin,syukur allahmenampilkan orang lindung rakyatnyabenar nasib manusia sendiriallah baik nasib orang kaumkecuali baik nasib sendiriaminaminya allahaminya robal alamin,positif,auto-labeled
2025-11-25T14:55:20Z,Purbaya Yudhi Sadewa,Krismon,krismon,netral,auto-labeled
2025-11-25T12:09:30Z,Purbaya Yudhi Sadewa,Rezim pak jokowi gk ada yg ginian,rezim ginian,negatif,auto-labeled
2025-11-25T11:11:56Z,Purbaya Yudhi Sadewa,"Rampok kok di lepas,,ya ngerampok lagi,,,",rampok kok lepasya ngerampok,negatif,auto-labeled
2025-11-25T06:37:52Z,Purbaya Yudhi Sadewa,Sehat selalu pak purbaya,sehat selalu,positif,auto-labeled
2025-11-25T06:15:32Z,Purbaya Yudhi Sadewa,Ancam2 tapi masih gak ditindak.,ancam2 tindak,netral,auto-labeled
2025-11-25T06:11:48Z,Purbaya Yudhi Sadewa,Gas,gas,netral,auto-labeled
2025-11-25T05:05:08Z,Purbaya Yudhi Sadewa,dukung terus menteri terbaik kita pak purbaya,dukung terus baik,positif,auto-labeled
2025-11-25T03:47:51Z,Purbaya Yudhi Sadewa,"Semoga semua urusannya dimudahkan untuk memperbaiki negeri ini, semoga pak Pur selalu Istiqomah, semangat pak Pur❤❤",moga urus mudah baik negeri moga pur selalu istiqomah semangat pur,positif,auto-labeled
2025-12-03T00:53:05Z,Purbaya Yudhi Sadewa,"Lumayan 3 bln blt, buat modal judol....",lumayan bln blt modal judol,netral,auto-labeled
2025-12-02T14:21:06Z,Purbaya Yudhi Sadewa,Menteri Keuangan harus didukung Kenentrian lain seperti Menteri Perindustrian dan Perdagangan Menteri Pertanian dan lain2 Kolaborasi antar Kementrian membangun sinergi saya yakin perekonomian akan tumbuh dengan baik,uang dukung kenentrian industri dagang tani lain2 kolaborasi antar tri bangun sinergi yakin ekonomi tumbuh baik,positif,auto-labeled
2025-12-02T03:07:13Z,Purbaya Yudhi Sadewa,aslm  bangsa Indonesia dah waktunyA BERBENAH DIRI  KOMPONEN2 YG  YANG RUSAK YAA DI GANTI  YG BARU  BIAR OTOMOTIF JLN BAIK2 LANCAR SJAHTERA  EKONOMI STABIL,aslm bangsa indonesia dah waktu benah komponen2 rusak yaa ganti baru otomotif jln baik2 lancar sjahtera ekonomi stabil,negatif,auto-labeled
2025-12-02T02:54:38Z,Purbaya Yudhi Sadewa,"Purbaya , Protein Indonesia",protein indonesia,positif,auto-labeled
2025-12-02T01:56:17Z,Purbaya Yudhi Sadewa,Sy makin yakin SM itu antek IMF.,makin yakin antek imf,negatif,auto-labeled
2025-12-02T00:45:32Z,Purbaya Yudhi Sadewa,Smg hadir Purbaya lain di semua kementrian,smg hadir tri,positif,auto-labeled
2025-12-01T17:49:27Z,Purbaya Yudhi Sadewa,"Jaman termul
Real sektor/pemerintah yg jumlahnya cuma 10 % dari jumlah masyarakat berjalan,
 Tapi yg  private sektor/masyarakat sipil yg jumlahnya 90% melambat/diam,
Percuma ngebut bangun jalan tol, yg lewat tidak seberapa bayarnya mahal,uang di korup, uang cuma muter muter di pemerintahan saja,

Jadi yg di dahulukan itu harus privat sectornya karena mencakup seluruh masyarakat yg menggerakan ekonomi di seluruh indonesia, kalau privat sector lancar, barulah ke real sector.",jaman termul real sektorpemerintah jumlah jumlah masyarakat jalan private sektormasyarakat sipil jumlah melambatdiam percuma ngebut bangun jalan tol berapa bayar mahaluang korup uang muter muter perintah dahulu privat sectornya cakup seluruh masyarakat gera ekonomi seluruh indonesia privat sector lancar baru real sector,netral,auto-labeled
2025-12-01T16:47:13Z,Purbaya Yudhi Sadewa,❤❤❤❤❤❤❤🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩,,netral,auto-labeled
2025-12-01T12:31:56Z,Purbaya Yudhi Sadewa,"Sehat2 selalu untuk pak Purbaya dimudahkan untuk menjalankan tugas negara dan selalu dlm lindungan Allah SWT,",sehat2 selalu mudah jalan tugas negara selalu lindung allah swt,positif,auto-labeled
2025-12-01T07:56:13Z,Purbaya Yudhi Sadewa,Di kontrak sama Rakyat Indonesia Menteri Keuangan Sampai Mati,kontrak sama rakyat indonesia uang mati,positif,auto-labeled
2025-12-01T06:30:37Z,Purbaya Yudhi Sadewa,Wartawan pake jas wkwkwkwk  tp ngawur,wartawan pake jas wkwkwkwk ngawur,netral,auto-labeled
2025-11-30T23:53:30Z,Purbaya Yudhi Sadewa,"Sebaik baiknya yang mengisi jabatan mentri mentri adalah orang orang profesional sesuai dengan ahlinya non politik kepartaian, yang mementingkan kemajuan negara dan kesejahteraan rakyatnya...sedang politikus sebagai pengontrol mekanisme jalanya pemerintahan yang tetap mendukung kemajuan berkisanambungan...ini negara yang yang kaya dan subur, tinggal membangun mental dan moralitas masyarakatnya untuk dapat jujur, pandai dan semangat kerja...Indonesia akan maju, adil dan makmur",baik baik isi jabat tri tri orang orang profesional sesuai ahli non politik partai penting maju negara sejahtera rakyatnyasedang politikus kontrol mekanisme jala perintah tetap dukung maju berkisanambunganini negara kaya subur tinggal bangun mental moralitas masyarakat jujur pandai semangat kerjaindonesia maju adil makmur,positif,auto-labeled
2025-11-30T23:18:57Z,Purbaya Yudhi Sadewa,"Baru kali ini suka nnton pejabat, ngikutin, biasanya yg lain bodo amat. Sehat selalu pak purbaya, semoga pekerjaan bapak diberkahi, di ridhoi, di lindungi selalu oleh Allah SWT. Aamiin...",baru kali suka nnton jabat ngikutin biasa bodo sehat selalu moga kerja kah ridhoi lindung selalu allah swt aamiin,positif,auto-labeled
2025-11-30T23:08:10Z,Purbaya Yudhi Sadewa,"Itulah, begitu jauh bedanya, Menkeu yang lalu dengan Menkeu yang sekarang.
Bravo Bpk Purbaya, jaga dan pegang amanah",jauh beda sekarang bravo bapak jaga pegang amanah,netral,auto-labeled
2025-11-30T22:22:38Z,Purbaya Yudhi Sadewa,"Ada  pewawancara yg kepanasan dng pertanyaan ""kepanasan""nya Itu, pak purbaya memang ngerti apa yg dilakukan.",wawancara panas dng tanya panas memang ngerti apa laku,netral,auto-labeled
2025-11-30T21:58:24Z,Purbaya Yudhi Sadewa,"aplikasi bpjs ga sekalian di perbaiki , ambil antrian tutup mulu dokternya makan gaji buta apa gimana nih hahaha ...",aplikasi bpjs sekali baik ambil antri tutup mulu dokter makan gaji buta apa gimana hahaha,netral,auto-labeled
2025-11-30T20:18:00Z,Purbaya Yudhi Sadewa,"Hidup Menteri Keuangan RI Bapak Purbaya Yudhi Sadewa Cinta  Indonesia adil, makmur dan sejahtera. ❤❤❤❤❤",hidup uang cinta indonesia adil makmur sejahtera,positif,auto-labeled
2025-11-30T19:46:34Z,Purbaya Yudhi Sadewa,"Meski pk mentri banyak musuhnya ...semoga ALLAH. Sll dlm lindungan NYA , Amin ...soale q tkut ,bangt biasane orang jujur itu hrs  di singkirkan ...dngn cara apapun ....soale jadi peng halng...!!",meski tri musuh moga allah sll lindung amin soale tkut bangt biasane orang jujur hrs singkir dngn cara apa soale peng halng,positif,auto-labeled
2025-11-30T18:04:58Z,Purbaya Yudhi Sadewa,38:05,3805,netral,auto-labeled
2025-11-30T07:52:19Z,Purbaya Yudhi Sadewa,Hebat pak Purbaya 👍,hebat,positif,auto-labeled
2025-11-30T06:54:58Z,Purbaya Yudhi Sadewa,Ya ALLAH Hamba Mohon KepadaMu Keselmatan Kesehatan Panjang Umur Perlindungan Untuk Presiden Kami Pak Prabowo serta pembantu2 beliau yg Jujur Adil Amanah Utk Kemakmuran Rakyat Bangsa Negara NKRI begitu juga utk Inteletual Ilmuan serta Rakyat yg Membela Pk Prabowo. Doa ini Tidak Utk TERMUL. Projo dan Jongkodok serta pengikut2 nya.,allah hamba mohon kepada keselmatan sehat panjang umur lindung pembantu2 beliau jujur adil amanah makmur rakyat bangsa negara nkri inteletual ilmu rakyat bela doa termul projo jongkodok pengikut2,positif,auto-labeled
2025-11-30T06:21:23Z,Purbaya Yudhi Sadewa,Maju trus pak Menkeu Tuhan🎉,maju trus tuhan,positif,auto-labeled
2025-11-30T04:02:24Z,Purbaya Yudhi Sadewa,"Presidennya Pro Rakyat Pak Probowo Subianto
Maka lahirlah Manteri2 Pro Rakyat.. Pak Purbaya Mantri terbaik bagi NKRI
jangan Perna Masuk ke Partai ya Pak...",presiden pro rakyat probowo subianto lahir manteri2 pro rakyat mantri baik nkri perna masuk partai,positif,auto-labeled
2025-11-30T03:49:16Z,Purbaya Yudhi Sadewa,MENKEU. Srimulyani.. dulu.. gk ada keterbukaan mslh keuangan negara.. Keburukan Srimulyani jelas kelihatan dibuka oleh PURBAYA.. moga keungan negara lebih maju dan pertumbuhan ekonomi meningkat.,srimulyani buka mslh uang negara keburu srimulyani jelas lihat buka moga keungan negara lebih maju tumbuh ekonomi tingkat,positif,auto-labeled
2025-11-30T03:38:31Z,Purbaya Yudhi Sadewa,"ANIES - PURBAYA 2029 ..
ANIES HAVE TRACK RECORD  SINCE MENTRI PENDIDIKAN, GUBERNUR JAKARTA DAN  MANTAN CALON PRESIDEN ...PURBAYA 3 MONTHS  I KNOW HIM ONLY BUT INSYA ALLAH BECOME WAKIL PRESIDEN ANIES BASWEDAN.❤❤",anies 2029 anies have track record since tri didik gubernur jakarta mantan calon months know him only but insya allah become wakil anies baswedan,positif,auto-labeled
2025-11-30T03:26:24Z,Purbaya Yudhi Sadewa,Srimulat drakulat dmn dia skrg,srimulat drakulat dmn sekarang,negatif,auto-labeled
2025-11-30T03:19:37Z,Purbaya Yudhi Sadewa,"Dampak negatif dari tindakan oknum² beacukai mengakibatkan bangrutnya usaha² di dalam negeri, hal ini mengakibatkan PHK bagi para pekerja yg jumlahnya bisa tak terhingga [karena terus²an terjadi], akibat PHK tentu dampak buruk pada pertumbuhan ekonomi karena daya beli masyarakat menurun, jadi banyak dampak dari tindakan negatif oknum² beacukai. Jadi beacukai itu sangat strategis kedudukannya. Kalau mereka nakal² ya gpp dibekukan juga mereka beacukai itu...ganti oleh pihak yg profesional. Ya ini pikiran saya..",dampak negatif tindak oknum beacukai akibat bangrutnya usaha negeri akibat phk kerja jumlah hingga terus jadi akibat phk dampak buruk tumbuh ekonomi daya beli masyarakat turun dampak tindak negatif oknum beacukai beacukai strategis duduk nakal gpp beku beacukai ituganti pihak profesional pikir,positif,auto-labeled
2025-11-30T01:25:39Z,Purbaya Yudhi Sadewa,"Mantap PURBAYA & ANDI AMRAN ❤️🇮🇩
Alhamdulillah
Alhamdulillah
Alhamdulillah
💚💚💚💚💚💚💚",mantap andi amran alhamdulillah alhamdulillah alhamdulillah,positif,auto-labeled
2025-11-29T22:55:00Z,Purbaya Yudhi Sadewa,"Terimakasih Pak Porbaya, Bp. telah berjuang untuk bangsa ini dengan cerdas dan tulus",terimakasih porbaya juang bangsa cerdas tulus,positif,auto-labeled
2025-11-29T21:04:26Z,Purbaya Yudhi Sadewa,"Pak mentan amran dan Pak menkeu purbaya hingga pak mehan Sjafrie, 3 bapakku ini yg bekerja dan sudah terlihat skrang kinerjanya aku rela mereka di gaji 1 milliar perbulan",tan amran hingga mehan sjafrie bapak kerja lihat skrang kerja rela gaji milliar bulan,positif,auto-labeled
2025-11-29T20:43:34Z,Purbaya Yudhi Sadewa,"Harusnya sih malu😂😂😂😂😂
Gak ngerti tapi maksa nanya wkwkwk . Susah sih klo pertanyaan nya titipan 😂",harus malu ngerti maksa nanya wkwkwk susah tanya titip,negatif,auto-labeled
2025-11-29T14:36:28Z,Purbaya Yudhi Sadewa,Baru temukan pejabat yg baik.yg baik banyak tapi kebanyakn omon2 tapi pak purbaya baik diomon2 bijak dihatinya,baru temu jabat baikyg baik kebanyakn omon2 baik diomon2 bijak hati,positif,auto-labeled
2025-11-29T03:55:50Z,Purbaya Yudhi Sadewa,"Kalimat menghabiskan anggaran itu sungguh membuat saya muak.

Pemerintah Daerah  akhirnya membangun atau perbaikan asal-asalan jalan dan membuat macet pada akhir tahun dengan dalih menghabiskan anggaran, ditambah juga dengan diadakannya jalan-jalan yang nggak penting untuk menghabiskan anggaran juga, kerja pada gak becus minta gaji dan tunjangan gede plus gak takut dipecat krn merasa susah utk dipecat... Emang anjinkk kelakuannya...",kalimat habis anggar sungguh buat muak perintah daerah akhir bangun baik asalasalan jalan buat macet akhir tahun dalih habis anggar tambah ada jalanjalan penting habis anggar kerja becus minta gaji tunjang gede plus takut pecat rasa susah pecat memang anjinkk laku,netral,auto-labeled
2025-11-28T22:59:45Z,Purbaya Yudhi Sadewa,Pak Purbaya the best deh..,the best deh,positif,auto-labeled
2025-11-28T14:44:38Z,Purbaya Yudhi Sadewa,❤❤bpak purbaya,bpak,netral,auto-labeled
2025-11-28T07:48:18Z,Purbaya Yudhi Sadewa,SOMBONG TAKABUR ANGKUH NAFSU EMOSI IBLIS SILUMAN SETAN2 GENTAYANGAN OKNUM TOKOH2 AGAMA JAMAN SEKARANG MERUSAK SEJATINYA UMAT ISLAM MENGACURKANYA SOK BENAR PALING PINTAR.... ISLAM ITU INDAH CANTIK LEMAH LEMBUT SANTUN CINTA DAMAI SEJUK NYAMAN SENTUHAN CAHAYA MUTIARA HATI AL-QUR'AN ILMU TRS MENGALIR BERKAH RIDO NYA ALLAH SWT AMIN 🙏SELAGI ADA KESEMPATAN PERJALANAN HIDUP DI DUNIA BERBUAT LAH AMAL IBADAH TEGAK LURUS SATUN RAMAH TAMAH 🙏🙏 WASPADA HATI2 JGN TERJEBAK TERLENA OKNUM TOKOH2 ULAMA BERACUN NAFSU EMOSI IBLIS DAJAL. 🙏 TRS DI PERJUANGANKAN NKRI HAK RAKYAT FAKIR MISKIN JGN PTS ASA.. HANCURKAN DI LEBUR TENGELAMKAN OKNUM TUKUS2 GOT KETUA2 PARTAI POLITIK KELOMPOK KERJAAN DI NASTI PEJABAT2 PEMERINTAH NKRI DPR PALING2 RAMPOK2 UANG NEGARA 🙏 KEBODOHAN2 KETOLOLAN NYA KITA2 HILANG AKAL PIKIRAN SEHATNYA TERLENA TERJEBAK KEJAHATAN KEDOLIMAN OKNUM2 KETUA2 PARTAI POLITIK PERJALANAN 5.THN NKRI TRS DI JAJAH DI BODOHI DI BOHONGI 😭🔥,sombong takabur angkuh nafsu emosi iblis siluman setan2 gentayang oknum tokoh2 agama jaman sekarang rusak sejati umat islam mengacurkanya sok benar pintar islam indah cantik lemah lembut santun cinta damai sejuk nyaman sentuh cahaya mutiara hati alquran ilmu terus alir berkah rido allah swt amin sempat jalan hidup dunia buat lah amal ibadah tegak lurus satun ramah tamah waspada hati2 jebak lena oknum tokoh2 ulama racun nafsu emosi iblis dajal terus perjuangankan nkri hak rakyat fakir miskin pts asa hancur lebur tengelamkan oknum tukus2 got ketua2 partai politik kelompok kerja nasti pejabat2 perintah nkri dpr paling2 rampok2 uang negara kebodohan2 tolol kita2 hilang akal pikir sehat lena jebak jahat kedoliman oknum2 ketua2 partai politik jalan 5thn nkri terus jajah bodoh bohong,negatif,auto-labeled
2025-11-28T07:30:00Z,Purbaya Yudhi Sadewa,"Terlihat letih dan kurang tdur. Ini mantap, terlihat bnar2 berfikir dan bkerja. Semoga sesuai dengan apa yang saya fikirkan. Trus maju pak purbaya",lihat letih kurang tdur mantap lihat bnar2 berfikir bkerja moga sesuai apa fikirkan trus maju,netral,auto-labeled
2025-11-27T16:18:34Z,Purbaya Yudhi Sadewa,Tiap hari sy lihat penjual rokok ilegal malah buka lapak,hari lihat jual rokok ilegal malah buka lapak,netral,auto-labeled
2025-11-27T14:12:03Z,Purbaya Yudhi Sadewa,"Tuhan Yesus akan memberkati P. MENKEU, kerja keras untuk NKRI, berantaskan mafia MIGAS, BEACUKAI, PAJAK, DLL",tuhan yesus kati kerja keras nkri rantas mafia migas beacukai pajak,netral,auto-labeled
2025-11-27T13:43:40Z,Purbaya Yudhi Sadewa,"😂Salqmukalaikum.tolong.jatiim.di.periksa.kok.tidak.ada.pembngunan.daerah.ter.penting
.pengairan.tolong.diperiksa.sungai.daerah.dunngus.kelihatan.kumuh.asalamukalaikum.itu.rurusan.daerah.gubernur.❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤😊",salqmukalaikumtolongjatiimdiperiksakoktidakadapembngunandaerahterpenting pengairantolongdiperiksasungaidaerahdunnguskelihatankumuhasalamukalaikumitururusandaerahgubernur,netral,auto-labeled
2025-11-27T13:39:23Z,Purbaya Yudhi Sadewa,"Biarpun miskin tapi uang halal,dari pada kaya,tapi uang negara hasil korupsi, mantap pak Purbaya semoga sehat selalu amin ❤",biarpun miskin uang halaldari kayatapi uang negara hasil korupsi mantap moga sehat selalu amin,positif,auto-labeled
2025-11-27T13:37:32Z,Purbaya Yudhi Sadewa,"Ini menteri terbaik sepanjang sejarah, menteri pertanian dan menteri infrastruktur ahy, pak Imran Sulaiman menteri agama",baik panjang sejarah tani infrastruktur ahy imran sulaiman agama,positif,auto-labeled
2025-11-27T09:30:48Z,Purbaya Yudhi Sadewa,Makanya Lo jangan nanya sembarang kalo gak ngerti - JLEB 😂😂😂😂,makanya nanya sembarang ngerti jleb,positif,auto-labeled
2025-11-27T07:20:44Z,Purbaya Yudhi Sadewa,semoga aakan ada banyak pak purbaya2 yg lain di pemerintahan kita agar indonesia masyarakatnya makmur,moga aakan purbaya2 perintah indonesia masyarakat makmur,positif,auto-labeled
2025-11-27T05:39:28Z,Purbaya Yudhi Sadewa,KPK cb kembalikan kinerjanya.... Seperti zaman Antasari Azhar,kpk kembali kerja zaman antasari azhar,netral,auto-labeled
2025-11-27T05:29:22Z,Purbaya Yudhi Sadewa,"41:11 Itu pendapat LICIK terhadap anak bangsa yg selalu bekerja baik,",4111 dapat licik anak bangsa selalu kerja baik,netral,auto-labeled
2025-11-27T05:27:33Z,Purbaya Yudhi Sadewa,"Do 'a yg terbaik utk orang2 yg JUJUR, Bijaksana, TEGAS berintegritas tinggi.

SMG pak PURBAYA YUDHI SADEWA SEKELUARGA SEHAT WAL 'AFIAT SELALU.

Terus BERBUAT BAIK utk Indonesia Maju, pak PURBAYA YUDHI SADEWA ❤",baik orang2 jujur bijaksana tegas integritas tinggi smg keluarga sehat wal afiat selalu terus buat baik indonesia maju,positif,auto-labeled
2025-11-27T05:25:27Z,Purbaya Yudhi Sadewa,38:04 Partoo... Parto... Luh belaga nanya sok tau padahal asal nembak giliran dibalikin bego luh 😩😩😩Pur aya luh lawan 🤷🏻‍♂️🤷🏻‍♂️🤷🏻‍♂️Purbaya Getoh loooh 🤪🤪🤪🤪,3804 partoo parto luh belaga nanya sok tahu asal nembak gilir dibalikin bego luh pur aya luh lawan getoh loooh,negatif,auto-labeled
2025-11-27T05:01:56Z,Purbaya Yudhi Sadewa,26:47 Masalahnya Pemerintahnya ga dapat Cuan beda klo mobil import 🤪🤪🤪🤪,2647 masalah perintah cuan beda mobil import,netral,auto-labeled
2025-11-27T04:42:11Z,Purbaya Yudhi Sadewa,Pak purbaya idola ku abad ini..moga indonesia jaya maju di tangan pak prabowo n purbaya 😊❤,idola abad inimoga indonesia jaya maju tangan,positif,auto-labeled
