text,tokoh,date,video_title,channel_name,author,text_clean,prediksi_label_raw,score_keyakinan,label_final
"Terima kasih Pak, masukan seperti ini yang harus disampaikan kepada para pelajar dan pendidik seluruh Indonesia. Generasi sekarang banyak yang tidak mengerti cara menulis yang baik dan benar. Semoga jadi perhatian untuk kita semua.",Purbaya Yudhi Sadewa,2025-10-22T09:11:08Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@mandarjati,terima kasih pak masukan seperti ini yang harus disampaikan kepada para pelajar dan pendidik seluruh indonesia generasi sekarang banyak yang tidak mengerti cara menulis yang baik dan benar semoga jadi perhatian untuk kita semua,positive,0.7763366103172302,Positif
"Betul sekali pak . Anak"" suka sekali menghemat buku. Sering saya temui mereka memakai buku tahun lalu untuk diajaran baru ini. Disamping menghemat nilai plusnya ilmu yang terdahulu masih dirawat.",Purbaya Yudhi Sadewa,2025-10-22T09:09:08Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@mastiahmes8369,betul sekali pak anak suka sekali menghemat buku sering saya temui mereka memakai buku tahun lalu untuk diajaran baru ini disamping menghemat nilai plusnya ilmu yang terdahulu masih dirawat,positive,0.9984180927276611,Positif
"Investasi sumber daya manusia untuk jadi jongos ekspatriat-ekspatriat direksi BUMN, Presiden Prabowo sangat tulus dan perhatian. Hidup 19 Juta Lapangan Kerja untuk TNI dan POLRI pengelola dapur MBG!",Purbaya Yudhi Sadewa,2025-10-22T08:53:21Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@grayshrlyd,investasi sumber daya manusia untuk jadi jongos ekspatriat ekspatriat direksi bumn presiden prabowo sangat tulus dan perhatian hidup juta lapangan kerja untuk tni dan polri pengelola dapur mbg,positive,0.9953044652938843,Positif
"Please 2 periode pak.. 
Ternyata bapak orang tulus... 
Market value bapak ternyata anak2 SDM, bukan SDAnya pak,,, 10 tahun lgi kayak negara maju amin....",Purbaya Yudhi Sadewa,2025-10-22T08:48:42Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@ArronNainggolan,please periode pak ternyata bapak orang tulus market value bapak ternyata anak sdm bukan sdanya pak tahun lgi kayak negara maju amin,positive,0.9979664087295532,Positif
"Betuul Pak. Presiden. Dulu belajar nya menulis tegak bersambung.
Menulis menggunakan buku namanya buku mba...ut ....
buku Amba... Ciut...😅",Purbaya Yudhi Sadewa,2025-10-22T08:46:00Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@Masduki1960,betuul pak presiden dulu belajar nya menulis tegak bersambung menulis menggunakan buku namanya buku mba ut buku amba ciut,negative,0.8867287039756775,Negatif
"itu saya dulu, nulis harus kecil2. satu baris saya buat 2 baris trus di samping2nya saya tulisin semua jadi full karena ortu gk punya uang. alhamdulilah sekarang saya punya 2 perusahaan",Purbaya Yudhi Sadewa,2025-10-22T08:33:27Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@benisyarifudin9790,itu saya dulu nulis harus kecil satu baris saya buat baris trus di samping nya saya tulisin semua jadi full karena ortu gk punya uang alhamdulilah sekarang saya punya perusahaan,neutral,0.8766129016876221,Netral
"❤❤❤❤❤❤❤❤❤
❤ *_Trimakasih Pak PURBAYA_*
      Ini *_aku_*
      *_DISINI_*
      *_Sa'at_* ini
      *_HANYA_* ini.",Purbaya Yudhi Sadewa,2025-10-22T08:04:16Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@hyacintuskamsyanto,trimakasih pak purbaya ini aku disini sa at ini hanya ini,neutral,0.4679300785064697,Netral
"❤❤❤❤❤❤❤❤❤
❤ *_ING NGARSA ASUNG TULADHA_* , di Depan Memberi *_CONTOH_*
      *_ING MADYA AMANGUN KARSA_* di *_Tengah Menumbuh-kan SEMANGAT_*
       *_TUT WURI HANDAYANI_* , di *_BELAKANG MENYALURKAN ENERGI SUCI_*",Purbaya Yudhi Sadewa,2025-10-22T08:01:22Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@hyacintuskamsyanto,ing ngarsa asung tuladha di depan memberi contoh ing madya amangun karsa di tengah menumbuh kan semangat tut wuri handayani di belakang menyalurkan energi suci,neutral,0.946962296962738,Netral
"❤❤❤❤❤❤❤❤❤
❤ Dengan *_Mengembalikan-nya MENULIS HALUS_* di *_Sekolah_* , menuntut *_Para GURU PENDIDIK, PEMBIMBING_* kembali *_kepada Kemurnian TRILOGI PENDIDIKAN KI HAJAR DEWANTORO_*",Purbaya Yudhi Sadewa,2025-10-22T07:57:31Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@hyacintuskamsyanto,dengan mengembalikan nya menulis halus di sekolah menuntut para guru pendidik pembimbing kembali kepada kemurnian trilogi pendidikan ki hajar dewantoro,neutral,0.9971033930778503,Netral
"❤❤❤❤❤❤❤❤❤
❤ Dalam *_Membimbing MENULIS HALUS_* dibutuh-kan *_GURU, PENDIDIK, PEMBIMBING, PENGAJAR_* yang *_HANDAL_* juga,.yang *_Penuh Ketulusan,Cinta, Kasih_* dan *_PRLAYANAN_*",Purbaya Yudhi Sadewa,2025-10-22T07:53:40Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@hyacintuskamsyanto,dalam membimbing menulis halus dibutuh kan guru pendidik pembimbing pengajar yang handal juga yang penuh ketulusan cinta kasih dan prlayanan,positive,0.9941033720970154,Positif
"❤❤❤❤❤❤❤❤❤
❤ Dengan *_MENULIS-kan Satu Cita-Cita_* selama *_15 menit, Satu Halaman_* secara *_PELAN_* dan *_di-SADARI_*
*_MENULIS HALUS_* telah *_Mencetak GENERASI MUDA BANGSA_* yang *_HANDAL_*",Purbaya Yudhi Sadewa,2025-10-22T07:49:17Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@hyacintuskamsyanto,dengan menulis kan satu cita cita selama menit satu halaman secara pelan dan di sadari menulis halus telah mencetak generasi muda bangsa yang handal,positive,0.991426944732666,Positif
"❤❤❤❤❤❤❤❤❤
❤ Dengan *_dikembalikan-nya NULIS HALUS_* sebagai *_Kebutuh-an Pembentukan Mental_*_- , juga __*_Memberi ENERGI PENCAPAIAN CITA-CITA ANAK-ANAK BANGSA_*",Purbaya Yudhi Sadewa,2025-10-22T07:42:05Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@hyacintuskamsyanto,dengan dikembalikan nya nulis halus sebagai kebutuh an pembentukan mental juga memberi energi pencapaian cita cita anak anak bangsa,positive,0.9321562051773071,Positif
"❤❤❤❤❤❤❤❤❤
❤ *_Matur nuwun Pak PRESIDEN PRABOWO_*
Atas *_Kawigatosanipun_* tumrap *_Pendidikan Generasi Muda Bangsa “Indonesia” ingkang _*karisak_* dening *_ANIS BASWEDAN_* wekdal *_njabat dados MENTERI PENDIDIKAN_*",Purbaya Yudhi Sadewa,2025-10-22T07:35:43Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@hyacintuskamsyanto,matur nuwun pak presiden prabowo atas kawigatosanipun tumrap pendidikan generasi muda bangsa indonesia ingkang karisak dening anis baswedan wekdal njabat dados menteri pendidikan,neutral,0.9978200197219849,Netral
Pak Prabowo semoga selalu jaya,Purbaya Yudhi Sadewa,2025-10-22T07:29:30Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@Zahi_ra,pak prabowo semoga selalu jaya,positive,0.9949402809143066,Positif
"👍Saya sangat setuju dgn  gagasan Bpk Presiden, apa lagi ank2 skrg byk  yg ngk bisa d baca tulisan  ny, terkdg hurup ny kurang.",Purbaya Yudhi Sadewa,2025-10-22T06:54:10Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@Rosliana-j7g,saya sangat setuju dgn gagasan bpk presiden apa lagi ank skrg byk yg ngk bisa d baca tulisan ny terkdg hurup ny kurang,positive,0.5306384563446045,Positif
Kuncinya jangan banyak impor pak.kasian petani Indonesia,Purbaya Yudhi Sadewa,2025-10-22T06:43:03Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@DdANOMALI,kuncinya jangan banyak impor pak kasian petani indonesia,negative,0.9993492960929871,Negatif
"Pak Prabowo,mohon pebebasan rumah ibadah kami oleh pelindo regional sumatwra di kuala Tanjung",Purbaya Yudhi Sadewa,2025-10-22T05:59:51Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@C.Sibarani,pak prabowo mohon pebebasan rumah ibadah kami oleh pelindo regional sumatwra di kuala tanjung,neutral,0.9990609288215637,Netral
hemat kertas dengan tulisan besar besar ---- gw ngerti wkwkwkwk,Purbaya Yudhi Sadewa,2025-10-22T05:48:38Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@Ferdinan-n8v,hemat kertas dengan tulisan besar besar gw ngerti wkwkwkwk,positive,0.6794607639312744,Positif
Untuk pelajaran PMP pendidikan moral Pancasila tolong pak presiden di adakan lagi,Purbaya Yudhi Sadewa,2025-10-22T05:38:48Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@asrulsani9331,untuk pelajaran pmp pendidikan moral pancasila tolong pak presiden di adakan lagi,neutral,0.9977511763572693,Netral
"Gilaaa sampai sedetail ini Beliau, fokus pembangunan SDM manusia inihh yg kita tunggu-tunggu ❤",Purbaya Yudhi Sadewa,2025-10-22T04:50:25Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@indianaharto5449,gilaaa sampai sedetail ini beliau fokus pembangunan sdm manusia inihh yg kita tunggu tunggu,positive,0.8388113379478455,Positif
"Pak Prabowo kan punya pabrik Kertas, yaitu PT Kiani Kertas.",Purbaya Yudhi Sadewa,2025-10-22T04:40:57Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@mrsskincare4464,pak prabowo kan punya pabrik kertas yaitu pt kiani kertas,neutral,0.9990251064300537,Netral
Alhamdulillah presiden sekarang nggak dholim,Purbaya Yudhi Sadewa,2025-10-22T04:18:59Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@irvanindrawan7951,alhamdulillah presiden sekarang nggak dholim,positive,0.9856033325195312,Positif
"Sehat selalu pak presiden .
mashaAllah",Purbaya Yudhi Sadewa,2025-10-22T04:03:58Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@syagaarkana211,sehat selalu pak presiden mashaallah,positive,0.9965936541557312,Positif
"Masih bnyak anak kelas 4 , 5 ,SD belum bisa baca dan tulis tolong ini diperhatikan... tapi anehnya bisa naik kelas... Padahal jaman dulu kelas 4 SD kalau ujian kalau ga bisa tulis baca ga naik kelas...",Purbaya Yudhi Sadewa,2025-10-22T03:51:17Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@SitiMaryam-d2v4k,masih bnyak anak kelas sd belum bisa baca dan tulis tolong ini diperhatikan tapi anehnya bisa naik kelas padahal jaman dulu kelas sd kalau ujian kalau ga bisa tulis baca ga naik kelas,negative,0.9899139404296875,Negatif
kayaknya ini setelah pak prabowo liat tulisan dan tanda tangan si gibran,Purbaya Yudhi Sadewa,2025-10-22T03:40:55Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@nurizammohdy,kayaknya ini setelah pak prabowo liat tulisan dan tanda tangan si gibran,neutral,0.9310263395309448,Netral
"MasyaAllaah...sebegitu mulianya hati Bpk Presiden kita, menyiapkan anak2 calon pemimpin di masa depan. Sehat terus Pak. Aamiin ya Robb.",Purbaya Yudhi Sadewa,2025-10-22T03:33:55Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@urdiatijanur465,masyaallaah sebegitu mulianya hati bpk presiden kita menyiapkan anak calon pemimpin di masa depan sehat terus pak aamiin ya robb,positive,0.9890114068984985,Positif
Nnah menulis dan membaca,Purbaya Yudhi Sadewa,2025-10-22T02:26:13Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@ainyyumna5382,nnah menulis dan membaca,positive,0.5019803643226624,Positif
"Sedetail ini presiden ku,,",Purbaya Yudhi Sadewa,2025-10-22T02:08:03Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@mochamadtoni9387,sedetail ini presiden ku,neutral,0.9664839506149292,Netral
Siap pak wo cuma buku pak purbaya siap memfasilitasi,Purbaya Yudhi Sadewa,2025-10-22T02:01:39Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@mrdandungchanel,siap pak wo cuma buku pak purbaya siap memfasilitasi,neutral,0.9800248742103577,Netral
Opo toh kelas presiden koq ngurusi kertas bikin tuh kebijakan yg strategis yg ada terobosan koq kyk ngene pekok,Purbaya Yudhi Sadewa,2025-10-22T02:00:46Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@user-uv5ie3xs2b,opo toh kelas presiden koq ngurusi kertas bikin tuh kebijakan yg strategis yg ada terobosan koq kyk ngene pekok,negative,0.9949017763137817,Negatif
Ga salah pak menteri dikasih Maung? Itu pemborosan ga pak?,Purbaya Yudhi Sadewa,2025-10-22T01:48:25Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@toocool7350,ga salah pak menteri dikasih maung itu pemborosan ga pak,negative,0.8134533762931824,Negatif
Mantap pak,Purbaya Yudhi Sadewa,2025-10-22T01:27:44Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@Albalqa,mantap pak,positive,0.9993686079978943,Positif
RI 19 ✔️KASIH JALAN MAU LEWAT 👍🏼,Purbaya Yudhi Sadewa,2025-10-22T01:08:27Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@cicihnawangsih1880,ri kasih jalan mau lewat,neutral,0.9917846918106079,Netral
"Iya pak, karena harga buku sekarang mahal.",Purbaya Yudhi Sadewa,2025-10-22T00:10:44Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@qorrydindakamila1986,iya pak karena harga buku sekarang mahal,negative,0.9968794584274292,Negatif
Mantap pak prabowo 😢,Purbaya Yudhi Sadewa,2025-10-21T23:42:58Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@q-wonk4162,mantap pak prabowo,positive,0.9990231990814209,Positif
Trima kasih presidenku...is the best❤🎉,Purbaya Yudhi Sadewa,2025-10-21T23:14:50Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@PutriRamdani-d1x,trima kasih presidenku is the best,positive,0.9943485856056213,Positif
merdekakan rakyat pribumi‼️,Purbaya Yudhi Sadewa,2025-10-21T22:38:20Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@arrumidesain,merdekakan rakyat pribumi,negative,0.9982624650001526,Negatif
nga focus ya pemerintah ini! berantakan bleblorrrrrrr!,Purbaya Yudhi Sadewa,2025-10-21T20:10:52Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@fxtrader9408,nga focus ya pemerintah ini berantakan bleblorrrrrrr,negative,0.9993090629577637,Negatif
PRABOWO - KDM. CAPRES CAWAPRES 2029,Purbaya Yudhi Sadewa,2025-10-21T19:53:52Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@bodenjoy9192,prabowo kdm capres cawapres,neutral,0.998612642288208,Netral
"Terima kasih bp presiden, saya dulu seperti itu sehingga, sekarang saya mempraktikkan kepada anak saya untuk menghemat kertas 🙏🙏🙏",Purbaya Yudhi Sadewa,2025-10-21T18:53:53Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@Mamasibuk_1212,terima kasih bp presiden saya dulu seperti itu sehingga sekarang saya mempraktikkan kepada anak saya untuk menghemat kertas,positive,0.7086397409439087,Positif
Biar tulisannya bagus nggak kaya wapres,Purbaya Yudhi Sadewa,2025-10-21T18:28:33Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@sendyguna6008,biar tulisannya bagus nggak kaya wapres,negative,0.9450286030769348,Negatif
Mampus kena sindir ini purbaya😂😂,Purbaya Yudhi Sadewa,2025-10-21T16:46:59Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@enricotaulu9698,mampus kena sindir ini purbaya,neutral,0.9831951260566711,Netral
Di belakang ada dr terawan ?,Purbaya Yudhi Sadewa,2025-10-21T16:22:27Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@JagatRayaTribuana,di belakang ada dr terawan,neutral,0.9976497292518616,Netral
gua akan dukung 2 periode!!,Purbaya Yudhi Sadewa,2025-10-21T16:06:23Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@aimarauza3277,gua akan dukung periode,neutral,0.9964255690574646,Netral
"BPK presiden yg terhormat alangkah baiknya mengembalikan program sekolah/ pendidikan gratis 12 tahun sperti jaman pk Sby...agar SDM indonesia lbh maju & unggul ,makin sejahtera 🙏🙏🫡",Purbaya Yudhi Sadewa,2025-10-21T16:01:40Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@siti_yusra236,bpk presiden yg terhormat alangkah baiknya mengembalikan program sekolah pendidikan gratis tahun sperti jaman pk sby agar sdm indonesia lbh maju unggul makin sejahtera,positive,0.5617000460624695,Positif
Terima kasih Pak Presiden Prabowo,Purbaya Yudhi Sadewa,2025-10-21T15:44:29Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@putubagus2752,terima kasih pak presiden prabowo,positive,0.9972341656684875,Positif
"Jangan lupa urusin masalah yg gede juga pak. Org2 yg ga punya rumah, anak2 terlantar di jalan, eksploitasi anak, anak2 yg ga sekolah, pengangguran dkk😅",Purbaya Yudhi Sadewa,2025-10-21T15:26:30Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@susanrose4867,jangan lupa urusin masalah yg gede juga pak org yg ga punya rumah anak terlantar di jalan eksploitasi anak anak yg ga sekolah pengangguran dkk,negative,0.9994841814041138,Negatif
Bnr prabwo,Purbaya Yudhi Sadewa,2025-10-21T14:38:20Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@aulinaazhariyah7645,bnr prabwo,negative,0.6982386112213135,Negatif
"Biar anak² gak sampe pake kacamata, coba dibuat kebijakan & himbauan penggunaan gadget untuk anak baik di sekolah maupun di luar sekolah.",Purbaya Yudhi Sadewa,2025-10-21T14:35:24Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@HaristMoenandarMrHarist,biar anak gak sampe pake kacamata coba dibuat kebijakan himbauan penggunaan gadget untuk anak baik di sekolah maupun di luar sekolah,neutral,0.9877911806106567,Netral
"Anak saya kelas 2 SD wali kelasnya killer, setiap hari disuruh nulis sampai berlembar2.
Alhamdulillah anak saya skrg sdh lancar menulis setelah naik kelas 2.
Miris sekali anak skrg setingkat SMP blm bisa menulis & berhitung karena alasan kurikulum.
Sejak jaman pak jokowi anak wajib naik kelas walpun ank tsb blm mampu.
Anak skrg malas belajar krn tdk belajarpun tetap naik kelas. 😢",Purbaya Yudhi Sadewa,2025-10-21T14:20:02Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@BagoezArt,anak saya kelas sd wali kelasnya killer setiap hari disuruh nulis sampai berlembar alhamdulillah anak saya skrg sdh lancar menulis setelah naik kelas miris sekali anak skrg setingkat smp blm bisa menulis berhitung karena alasan kurikulum sejak jaman pak jokowi anak wajib naik kelas walpun ank tsb blm mampu anak skrg malas belajar krn tdk belajarpun tetap naik kelas,negative,0.9987081289291382,Negatif
Mantap pak prabowo❤❤,Purbaya Yudhi Sadewa,2025-10-21T14:19:31Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@yahya_view,mantap pak prabowo,positive,0.9990231990814209,Positif
Kami bersama pak purbaya,Purbaya Yudhi Sadewa,2025-10-21T13:58:19Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@asenurulhidayah6491,kami bersama pak purbaya,neutral,0.9822074770927429,Netral
Pabrik kertas tokcer,Purbaya Yudhi Sadewa,2025-10-21T13:52:49Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@mohammadsaleh9654,pabrik kertas tokcer,positive,0.6479201316833496,Positif
Top...Mr.Presiden👍,Purbaya Yudhi Sadewa,2025-10-21T13:50:58Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@sriati3414,top mr presiden,neutral,0.6405543088912964,Netral
Bapak ini sangat peduli dengan hal kecil. Mungkin sepele tapi dasar yang baik untuk para pemimpin di masa depan. Semoga Reformasi pendidikan yang lebih baik bisa membuat calon pemimpin negara di masa depan jadi lebih baik,Purbaya Yudhi Sadewa,2025-10-21T13:47:33Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@Satvara72320,bapak ini sangat peduli dengan hal kecil mungkin sepele tapi dasar yang baik untuk para pemimpin di masa depan semoga reformasi pendidikan yang lebih baik bisa membuat calon pemimpin negara di masa depan jadi lebih baik,positive,0.9942080974578857,Positif
"Pak itu dibelakang yg pakai kacamata itu tidur, Presiden sdg ngomong berani sekali tidur",Purbaya Yudhi Sadewa,2025-10-21T13:43:07Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@rullyiqbal3562,pak itu dibelakang yg pakai kacamata itu tidur presiden sdg ngomong berani sekali tidur,negative,0.9819821715354919,Negatif
Menteri prabowo banyak... Tapi koq tidak keliatan hasilnya sudah 1 tahun.. Yg keliatan hanya bpk purbaya saja yg benar benar kerja... Sepertinya mentri yg lain sibuk menumpuk harta pribadi,Purbaya Yudhi Sadewa,2025-10-21T13:42:09Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@TrisnaTwi,menteri prabowo banyak tapi koq tidak keliatan hasilnya sudah tahun yg keliatan hanya bpk purbaya saja yg benar benar kerja sepertinya mentri yg lain sibuk menumpuk harta pribadi,negative,0.9982851147651672,Negatif
wapres bpk juga masih anak2 pak..,Purbaya Yudhi Sadewa,2025-10-21T13:20:43Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@melarezga,wapres bpk juga masih anak pak,neutral,0.5390063524246216,Netral
"Kenapa ngga dari dulu bapak jadi presiden pak,,,hal terkecilpun bapak perhatikan,,utk kemajuan generasi bangsa.....We Love pak prabowo...❤❤❤",Purbaya Yudhi Sadewa,2025-10-21T13:19:16Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@Faizalfillah_03,kenapa ngga dari dulu bapak jadi presiden pak hal terkecilpun bapak perhatikan utk kemajuan generasi bangsa we love pak prabowo,positive,0.990818440914154,Positif
Mantap lah pokoknya..,Purbaya Yudhi Sadewa,2025-10-21T13:18:41Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@Radi.Sunidar,mantap lah pokoknya,positive,0.9993873834609985,Positif
Memperhatikan dengan baik❤,Purbaya Yudhi Sadewa,2025-10-21T13:05:16Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@mytraveller,memperhatikan dengan baik,positive,0.9949457049369812,Positif
"Mungkin perlu BK menskrining siswa dengan besar kecilnya tulisan, karena ini bukan masalah berhemat sepertinya tetapi berkaitan dengan psikologi dari siswa yg bersangkutan. cmiiw",Purbaya Yudhi Sadewa,2025-10-21T12:54:44Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@Psjj-ut3mb,mungkin perlu bk menskrining siswa dengan besar kecilnya tulisan karena ini bukan masalah berhemat sepertinya tetapi berkaitan dengan psikologi dari siswa yg bersangkutan cmiiw,negative,0.9633198976516724,Negatif
Aowkaowk malu tuh mentri pendidikan ga diajak hahaha ga becus lu mentri pendidikan isinya korup doang tuh,Purbaya Yudhi Sadewa,2025-10-21T12:48:57Z,REAKSI PURBAYA Dengar Perintah Langsung dari Presiden Prabowo : Saya Minta Menteri Keuangan..,Tribun MedanTV,@fadillahluckman435,aowkaowk malu tuh mentri pendidikan ga diajak hahaha ga becus lu mentri pendidikan isinya korup doang tuh,negative,0.9995402097702026,Negatif
